id,type_id,country_id,date,first_round_election_id,early,wikipedia,seats_total,electorate,votes_cast,votes_valid,data_source,description,comment,previous_parliament_election_id,previous_ep_election_id,previous_cabinet_id,old_countryID,old_parlID
243,13,44,1979-05-03,,1,,635,41095490,31233208,31221362,,,Elections followed a lost vote of confidence.,40,,590,826,19790
244,13,72,1951-05-06,,0,,40,,,,,,,135,,,470,19510
245,1,41,1981-01-01,,0,,24,,,,mep,,"Elections took only later in 1981. Results reflect the initial composition of Greek MEPs, based on the party composition of the Hellenic Parliament.",596,,531,300,1019810
246,13,33,2010-08-21,,1,,150,14088260,13131667,12402363,aec,,,761,,736,36,20100
247,13,63,1975-04-25,,0,,250,6231372,5711829,5315064,cne,,possible error in the primary source due to the valid votes,,,,620,19750
248,13,63,1979-10-05,,1,,250,7249346,6007453,5843739,cne,,possible error in the primary source due to the valid votes,200,,384,620,19790
249,1,39,2009-06-07,,0,,22,8033247,2918110,2896179,ovb,,,194,224,162,348,1020090
250,13,54,1965-09-19,,0,,496,38510395,33416207,32620442,bwl,,,381,,31,276,19650
251,13,35,1958-06-01,,1,,231,4992421,3864963,3844252,,,,450,,380,752,19580
252,13,27,1993-06-06,,0,,350,,,,,,,289,474,37,724,19930
253,13,67,2003-03-16,,0,,200,4220951,2815700,2791757,"idea, tila",,,15,334,663,246,20030
254,13,27,1986-06-22,,0,,350,,,,,,,85,38,238,724,19860
255,1,74,2009-06-07,,0,,50,30565272,7505261,7364763,pkw,,,560,199,164,616,1020090
257,13,39,1990-04-08,,0,,386,,,,,,,,,,348,19900
258,13,35,1970-09-20,,0,,350,5645804,4984207,4976196,,First election after constitutional reform and change to a unicameral parliament.,,655,,219,752,19700
259,13,56,1949-10-24,,0,,52,,,,,,,35,,742,352,19490
260,13,55,2002-10-05,,0,,100,1395287,997754,990412,parline,,,615,,23,428,20020
261,13,26,1968-05-19,,0,,630,35566493,33001644,31790428,archivio,,,380,,433,380,19680
262,13,35,1976-09-19,,0,,349,5947077,5457043,5437748,,,,215,,438,752,19760
263,13,21,1957-05-14,,0,,179,2772159,2321097,2310175,,,,630,,218,208,19570
264,1,41,2009-06-07,,0,,22,9995992,5261036,5127237,w,,,466,672,581,300,1020090
265,13,56,2007-05-12,,0,,63,221368,185071,182169,"hagstofa, idea",,,178,,246,352,20070
268,13,74,1993-09-19,,1,,460,27655495,14415586,13796227,pkw,,,211,,730,616,19930
269,13,67,1930-10-01,,0,,200,,,1130028,tila,,,577,,,246,19300
271,1,21,1979-06-10,,0,,16,3725235,1781504,1745078,yb-dnk,,,409,,824,208,1019790
272,13,72,1953-12-14,,1,,40,,,,,,,244,,,470,19530
273,1,43,1999-06-13,,0,,87,40129780,18765259,17366604,"ep, idea",,,479,680,481,250,1019990
274,13,56,1991-04-20,,0,,63,182768,160142,157769,"hagstofa, idea",,,673,,127,352,19910
275,13,56,1978-06-25,,0,,60,137782,124377,122207,"hagstofa, idea",,,637,,849,352,19780
276,13,29,1974-07-08,,1,,264,,,,,,,552,,25,124,19740
280,1,26,1989-06-18,,0,,81,46346961,37572759,34804317,archivio,,"La Lega Lombarda - Alleanza Nord was an electoral alliance of six minor regionalist parties (comprising Lega Lombarda, Lega Veneta, Piemont Autonomista, Uniun Ligure, Lega Emiliano-Romagnola and Alleanza Toscana) situated in the north of Italy. For the results it is coded with the Party-ID of Lega Lombarda.",17,458,809,380,1019890
281,13,63,1980-10-05,,0,,250,7179023,6026395,5888733,cne,,"PSD and PS gained seats through membership in electoral alliances and by running separately in the constituencies of Azores and Madeira

possible error in the primary source due to the valid votes",248,,549,620,19800
282,13,29,1965-11-08,,1,,265,,,7713316,"pica, pica",,,424,,857,124,19650
283,13,37,1973-02-28,,0,,144,,,,,,,641,,863,372,19730
284,13,41,1990-04-08,,0,,300,,,,,Parliament was dissolved on 9 September 1993 following the resignation of Mitsotakis cabinet.,,508,518,716,300,19900
285,13,9,2009-09-24,,0,,169,3530785,2696468,2682903,seby,,,3,,693,578,20090
286,13,29,1958-03-31,,1,,265,,,7287297,"pica, pica",,,562,,249,124,19580
287,13,69,1990-03-18,,0,"http://en.wikipedia.org/wiki/East_German_general_election,_1990",400,12426443,11604418,11541155,dhbt,,,,,,1003,19900
288,13,21,1964-09-22,,0,,179,3088269,2640856,2631384,,,,73,,841,208,19640
289,13,27,1989-10-29,,0,,350,,,,,,,254,474,834,724,19890
290,13,44,1983-06-09,,0,,650,42192999,30722241,30671137,,,,243,37,273,826,19830
291,13,43,1967-03-05,,0,,470,,,,,,,407,,349,250,19670
292,13,29,1953-08-10,,0,,265,,,5641272,pica,,,112,,750,124,19530
293,13,43,1951-06-17,,0,,544,,,,,,,75,,104,250,19510
294,13,1,1992-06-06,,0,,150,,,,,,,538,,436,703,19920
295,13,35,1960-09-18,,0,,232,4972177,4271610,4254114,,,,251,,208,752,19600
296,1,54,1989-06-18,,0,,81,45773179,28508598,28206690,bwl,,,588,610,286,276,1019890
297,13,67,1939-07-01,,0,,200,,,1297319,tila,,,142,,,246,19390
299,13,7,1999-06-13,,0,,60,,,,,,,306,594,621,442,19990
301,13,68,1996-06-01,,0,,200,7990770,6105588,6059215,parline,,,39,,835,203,19960
302,1,55,2009-06-07,,0,,8,1490923,801348,777079,cvk,,,52,145,477,428,1020090
304,1,35,2009-06-07,,0,,18,7088303,3227561,3168546,val,,,629,104,475,752,1020090
306,13,7,1994-06-12,,0,,60,,,,,,,526,238,418,442,19940
307,13,37,1982-11-24,,0,,166,,,,,,,228,414,54,372,19821
308,1,21,1989-06-18,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1989_%28Denmark%29",16,3923549,1811558,1789395,yb-dnk,,,387,128,57,208,1019890
309,1,21,2009-06-07,,0,,13,4057100,2415568,2342128,valgside,,,174,168,71,208,1020090
310,13,40,2007-10-21,,0,,200,4915563,2373071,2330383,ejpr,,,206,,855,756,20070
311,13,44,1970-06-18,,0,,630,39342013,28386145,28344798,,,,583,,733,826,19700
312,13,43,1956-01-02,,0,,544,,,,,,,293,,397,250,19560
314,13,67,2007-03-18,,0,,200,4292436,2790752,2771236,"idea, tila",,,253,198,759,246,20070
315,13,44,1997-05-01,,0,"http://en.wikipedia.org/wiki/United_Kingdom_general_election,_1997",659,43818324,31349744,31286284,"ejpr, bef-7",,"election results (number of votes) differ between Parline, EJPR and Wikipedia as data souces",514,351,678,826,19970
316,13,37,1997-06-06,,0,,166,,,,,,,359,34,573,372,19970
317,1,63,1986-01-01,,0,,24,,,,,,"Elections took only place in 1987. Results reflect the initial composition of Portuguese MEPs, based on the party composition of the Assembly of the Republic.",106,,734,620,1019860
318,13,56,1967-06-11,,0,,60,107101,97855,96090,mackie,,,379,,553,352,19670
319,13,23,2008-11-30,,0,,334,18464274,7238871,6886794,bec,,,165,676,118,642,20080
320,13,56,1959-10-25,,0,,60,,,,,,,393,,351,352,19591
321,13,11,1954-11-13,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1954",80,1209670,1105609,1096893,yb-nzl,,,366,,66,554,19540
322,13,11,1987-08-15,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1987",97,2114656,1883394,1831777,yb-nzl,,,56,,121,554,19870
323,13,37,1965-04-07,,0,,144,,,,,,,413,,667,372,19650
325,13,59,1990-10-07,,1,"http://en.wikipedia.org/wiki/Austrian_legislative_election,_1990",183,5628912,4848741,4704894,"bmi, yb-aut","Early election on 7 October 1990.
",,235,,873,40,19900
326,1,26,1994-06-12,,0,,87,48461792,35667440,32949725,archivio,,,146,280,672,380,1019940
327,13,5,2009-08-30,,1,,480,103949442,71999121,70370255,ejpr,,,554,,494,392,20090
328,13,9,2001-09-10,,0,,165,3358856,2537041,2521820,seby,,,669,,333,578,20010
329,1,26,2004-06-12,,0,,78,49804087,35717655,32516246,archivio,,,498,363,256,380,1020040
330,13,51,1996-05-26,,0,,56,409996,381051,369521,parline,,,342,,645,196,19960
331,13,54,1957-09-15,,0,,497,35400923,31072894,29905428,bwl,,,103,,633,276,19570
332,13,64,1995-05-21,,1,,150,7199440,6562149,6072051,ibz,,,418,536,624,56,19950
333,13,5,1972-12-10,,1,,491,73769637,52934894,52425079,parline,,"""Distribution of seats by party on the day of convocation of the 71st special session
taking into account the post-election change of party affiliation of 15 members."" (Parline)",603,,656,392,19720
334,1,67,1999-06-13,,0,,16,4141098,1248122,1242303,ejpr,,,15,652,352,246,1019990
335,13,8,2003-01-22,,1,,150,,,,,,,74,177,763,528,20030
336,13,23,2000-11-26,,0,"http://en.wikipedia.org/wiki/Romanian_general_election,_2000",345,17699727,11559458,10839424,essex,,,49,,171,642,20000
337,1,15,2009-06-07,,0,,12,2692397,564803,550017,vrk,,,646,539,688,440,1020090
338,13,60,1996-11-10,,0,,90,,,,,,,382,,562,705,19960
339,13,51,2001-05-27,,0,,56,467543,428981,410987,no-2010,,,330,,731,196,20010
340,13,67,1927-07-01,,0,,200,,,910191,tila,,,,,,246,19270
341,1,8,1984-06-17,,0,,25,10476000,5300856,5297621,"ep, idea",,,116,23,270,528,1019840
342,13,51,1991-05-19,,0,,56,381322,354683,342038,no-2010,,,127,,784,196,19910
344,1,37,1984-06-17,,0,,15,2413404,1148780,1120416,"ep, idea",,,307,414,867,372,1019840
345,13,5,1960-11-20,,1,,467,54312993,39920119,39509126,no-2001,,,645,,241,392,19600
346,1,72,2004-06-13,,0,,5,304283,250691,245722,ejpr,,,509,,298,470,1020040
347,13,59,1959-05-10,,1,,165,4696603,4424658,4362856,"bmi, yb-aut","Early election on 10 May 1959.
Parliament was dissolved after the end of the Gorbach I cabinet. .",,169,,105,40,19590
348,13,43,1946-06-02,,0,,522,,,,,,,471,,648,250,19460
349,13,1,1998-09-26,,0,,150,,,,,,,119,,26,703,19980
350,13,11,1990-10-27,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1990",97,2202157,1877115,1824092,yb-nzl,,,322,,571,554,19900
351,1,44,1994-06-09,,0,,87,43443944,15827417,15721173,"ejpr, ukeu",,,514,682,678,826,1019940
352,13,63,1999-10-10,,0,,230,8864604,5415102,5306908,"cne, ejpr",,the number of votes for parties differ significantly between Comissão Nacional de Eleições and Parline,216,619,265,620,19990
353,1,26,1979-06-10,,0,,81,42203405,36148180,35042601,archivio,,,604,,638,380,1019790
354,13,67,1962-02-05,,1,,200,2714838,2310090,2301998,"idea, tila",Early election on 5 Februrary 1962.,,616,,598,246,19620
355,13,10,1994-12-18,,1,"http://en.wikipedia.org/wiki/Bulgarian_parliamentary_election,_1994",240,6997954,5264448,5202065,essex,,,32,,109,100,19940
357,13,43,1973-03-04,,0,,473,,,,,,,386,,430,250,19730
358,13,40,1987-10-18,,0,,200,,,,,,,631,,129,756,19870
359,13,37,1992-11-25,,0,,166,,,,,,,590,46,870,372,19920
360,1,43,1989-06-18,,0,,81,38348191,18675569,18145588,"ep, idea",,,643,415,712,250,1019890
361,1,54,1979-06-10,,0,,81,42751940,28098872,27847109,bwl,,,163,,459,276,1019790
363,1,26,1999-06-13,,0,,87,49278309,34376467,31110065,archivio,,,551,326,214,380,1019990
365,13,59,2002-11-24,,1,,183,5912592,4982261,4909645,"bmi, yb-aut, parline","Early Elections on 24 November 2002.
Parliament was dissolved on 14 July 2006 and a slightly earlier election date was set. ",,492,16,722,40,20020
366,13,11,1951-09-01,,1,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1951",80,1205762,1074475,1070843,no-2001,Early election on 1 September 1951.,,94,,717,554,19510
367,13,5,1967-01-29,,0,,486,62992796,46599456,45996574,no-2001,,,640,,8,392,19670
368,1,27,2004-06-13,,0,,54,34706044,15666491,15512282,epp,,,164,585,806,724,1020040
369,1,37,2009-06-05,,0,,12,3258320,1875920,1829313,w,,,190,123,173,372,1020090
370,13,72,1987-05-09,,0,,69,,,,,,,136,,122,470,19870
371,13,40,1975-10-26,,0,,200,,,,,,,176,,79,756,19750
372,13,8,1998-05-06,,0,,150,,,,,,,570,58,637,528,19980
373,13,40,1967-10-29,,0,,200,,,,,,,108,,513,756,19670
374,1,35,1999-06-13,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1999_%28Sweden%29",22,6664205,2588514,2529437,ejpr,,Needs information about the largest party that won no seats.,33,55,503,752,1019990
375,13,43,1958-11-23,,0,,465,,,,,,,312,,197,250,19580
377,13,59,1970-03-01,,0,,165,5045841,4630851,4588961,"bmi, parline, yb-aut","Election on 1 March 1970.
Parliament was dissolved on 14 July 1971 after the end of Cabinet Kreisky I.",Official results include a by-election at 4 October 1970.,608,,561,40,19700
379,13,56,1963-06-09,,0,,60,90958,99798,89352,"hagstofa, idea",,,320,,331,352,19630
380,13,26,1963-04-28,,0,,630,34199184,31766009,30752871,archivio,,,507,,347,380,19630
381,13,54,1961-09-17,,0,,499,37440715,32849624,31550901,bwl,,,331,,906,276,19610
382,13,60,1992-12-06,,0,,90,1491374,1277604,1188378,voltive,First national election after independence in 1991.,,129,,9,705,19920
383,13,7,2004-06-13,,0,,60,,,,,,,299,505,196,442,20040
384,13,64,1974-03-10,,1,,212,6323027,5711639,5258531,ibz,,Needs information about the largest party that won no seats.,591,,859,56,19740
385,13,54,2002-09-22,,0,,603,61432868,48582761,47996480,bwl,,,679,417,107,276,20020
386,13,43,1968-06-23,,0,,470,,,,,,,291,,93,250,19680
387,13,21,1988-05-10,,1,"http://en.wikipedia.org/wiki/Danish_parliamentary_election,_1988",179,3991897,3352651,3329129,,,,226,128,837,208,19880
389,13,21,1998-03-11,,0,,179,3993099,3431926,3405997,,Early election on 11 March 1998.,,89,434,255,208,19980
390,13,7,1959-02-01,,0,,52,,,,,,,153,,544,442,19590
391,13,11,1966-11-26,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1966",80,1409600,1212127,1205095,"yb-nzl, ec-nz",,,117,,668,554,19660
393,13,56,1959-06-28,,0,,52,,,,,Parliament was dissolved on 15 August 1959 (Reuters).,,665,,446,352,19590
395,1,75,2009-06-07,,0,,6,909326,399181,397183,vvk,,,83,130,902,233,1020090
396,13,64,1985-10-13,,1,,212,7001297,6552234,6064260,ibz,,,501,10,724,56,19850
397,1,51,2004-06-13,,0,,6,483311,344092,334268,ejpr,,,339,,342,196,1020040
399,13,41,1996-09-22,,0,,300,,,,,,,654,613,281,300,19960
400,13,21,1971-09-21,,1,,179,3332044,2904096,2883900,,,,531,,596,208,19710
401,13,64,2007-06-10,,1,,150,7720796,7032077,6671360,ejpr,,,143,656,449,56,20070
402,13,59,1945-10-25,,0,,165,3449605,3253329,3217354,"bmi, yb-aut",Election on 25 October 1945. 	,,,,452,40,19450
403,13,43,2002-06-09,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_2002",577,40969239,26390474,25830831,ejpr,,,479,273,711,250,20020
404,13,9,1993-09-13,,0,,165,3259957,2472551,2461949,seby,,,571,,588,578,19930
405,13,63,2009-09-27,,0,,230,9519921,5681258,5505278,cne,Parliament was dissolved on 31 March 2011 after PM Jose Socrates resigned on 23 March.,possible error in the primary source due to the valid votes,210,5,169,620,20090
407,13,43,1962-11-18,,0,,465,,,,,,,375,,526,250,19620
408,13,37,2002-05-15,,0,,166,,,,,,,316,491,126,372,20020
409,13,21,1977-02-15,,1,,179,3552904,3124967,3106297,,,,464,,50,208,19770
410,1,44,2009-06-04,,0,,72,46457648,16114714,15724510,bbc,,"The results for Northern Ireland were added, although a different voting system was used (STV). For the votes of parties in Northern Ireland, the first preferences were used.",233,196,119,826,1020090
412,13,35,1994-09-18,,0,,349,6496120,5640393,5555540,ejpr,,,472,,779,752,19940
413,13,37,1961-10-04,,0,,144,,,,,,,469,,364,372,19610
414,1,37,1979-06-10,,0,,15,2188798,1392076,1339072,"ep, idea",,,6,,794,372,1019790
415,1,43,1984-06-17,,0,"http://en.wikipedia.org/wiki/European_Parliament_election,_1984_%28France%29",81,36880688,20911350,20180934,"ep, idea",,,20,677,428,250,1019840
416,13,23,1992-09-27,,0,"http://en.wikipedia.org/wiki/Romanian_general_election,_1992",341,16380663,12496430,10880252,essex,,,633,,710,642,19920
417,1,54,1999-06-13,,0,,99,60786904,27468932,27059273,bwl,,,679,540,107,276,1019990
418,13,64,1991-11-24,,1,,212,7144884,6623897,6162160,ejpr,,,191,553,457,56,19910
419,13,72,1966-03-28,,0,,50,,,,,,,658,,589,470,19660
420,13,64,1977-04-17,,1,,212,6316662,6006211,5575058,ibz,,,384,,451,56,19770
421,13,11,1957-11-30,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1957",80,1244748,1163061,1157365,yb-nzl,,,321,,629,554,19570
423,13,75,2003-03-02,,0,,101,,,,,,,239,,152,233,20030
424,13,29,1963-04-08,,1,,265,,,7894076,"pica, pica",,,76,,619,124,19630
425,13,64,1961-03-26,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_1961",212,6036165,5573840,5265025,ibz,,,573,,144,56,19610
427,13,40,1999-10-24,,0,,200,,,,,,,105,,38,756,19990
428,13,35,1988-09-18,,0,,349,6330023,5441050,5373719,,,,48,,478,752,19880
429,13,9,1957-10-07,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1957",150,2298376,1800155,1791128,mackie,,,167,,221,578,19570
430,13,21,1950-09-05,,1,,151,2516118,2059944,2054330,yb-dnk,,,541,,408,208,19500
431,13,35,1948-09-19,,0,,230,4707783,3895161,3878991,,,,485,,628,752,19480
432,1,10,2009-06-07,,0,,17,6684770,2601677,2576434,rezultati.cikep2009.eu/results/rik_00.html,,,618,468,425,100,1020090
433,13,5,1979-10-07,,1,,511,80169924,54518515,54010121,parline,Parliament was dissolved on 19 May 1980 after the government lost a confidence vote.,,53,,227,392,19790
434,1,21,1994-06-12,,0,,16,3994200,2113780,2079937,ejpr,,,157,308,740,208,1019940
435,13,40,1979-10-21,,0,,200,,,,,,,371,,20,756,19790
436,13,56,1979-12-02,,0,,60,142073,126929,123751,"hagstofa, idea",,,275,,536,352,19790
437,13,8,1956-06-13,,1,,150,,,,,,,543,,366,528,19560
439,13,15,1992-11-25,,0,,141,2549952,1918027,1858574,essex,,,462,,512,440,19920
441,1,1,2009-06-07,,0,,13,435773,852517,826782,ssr,,,192,124,269,703,1020090
442,1,64,1979-06-10,,0,,24,6800584,6212731,5442978,ibz,,,663,,521,56,1019790
445,13,54,1990-12-02,,1,,662,60436560,46995915,46455772,bwl,Early elections on 2 December 1990 for the entire country after German reunification.,,588,296,286,276,19900
446,13,7,1974-05-26,,0,,59,,,,,,,166,,101,442,19740
447,13,54,1969-09-28,,0,,496,38677235,33523064,32966024,"bwl, dhbt","Brandt lost his parliamentary majority but the opposition could not replace him in a constructive vote of no confidence. As a consequence, there was a cabinet without a majority but no new chancellor could be elected. Parliament was dissolved by President Heinemann on 22 September 1972 and snap elections were called (Schindler 1999, 1241).",,250,,170,276,19690
448,1,27,2009-06-07,,0,,50,35492567,15935147,15835767,epp,,,500,368,497,724,1020090
449,1,10,2007-01-01,,0,,18,,,,,,"Elections took only place later in 2007. Results reflect the initial composition of Bulgarian MEPs, based on the party composition of the  National Assembly.",618,,425,100,1020070
450,13,35,1956-09-26,,0,,231,4902114,3902114,3879330,,Parliament was dissoved on 28 April after the fall of the Erlander government.,,234,,781,752,19560
451,13,11,1999-11-27,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1999",120,2509365,2127265,2065494,"ec-nz, yb-nzl",,,561,,388,554,19990
452,13,59,1979-05-06,,1,,183,5186735,4784173,4729251,"bmi, yb-aut, parline","Early election on 6 May 1979.
Parliament was dissolved on 21 February 1983 and a slightly earlier election date was set.
",,221,,350,40,19790
453,13,41,1985-06-02,,0,,300,,,,,,,227,87,713,300,19850
455,13,29,2000-11-27,,1,,301,,,12857773,"pica, pica",,,650,,182,124,20000
456,13,59,1983-04-24,,1,,183,5316436,4922454,4853417,"bmi, yb-aut, parline","Early election on 24 April 1983.
Parliament was dissolved on 23 September 1986 after the end of the Vranitzky I cabinet.",,452,,463,40,19830
457,13,72,1945-03-12,,0,,10,,,,,,,,,,470,19450
458,1,26,1984-06-17,,0,,81,44948253,37069626,35141553,archivio,,,617,353,334,380,1019840
459,13,11,1975-11-29,,0,"http://en.wikipedia.org/wiki/New_Zealand_general_election,_1975",87,1953050,1611020,1602777,"yb-nzl, ec-nz",,,1,,413,554,19750
460,13,67,1966-03-21,,0,,200,2800461,2378583,2370046,"idea, tila",,,354,,139,246,19660
462,13,15,1990-03-10,,0,,135,2581359,1851343,,essex,,Vote share only available in Wikipedia.,,,,440,19900
463,13,39,2002-04-21,,0,,386,,,,,,,671,,827,348,20020
464,13,21,1975-01-09,,1,,179,3477621,3068302,3049452,,,,64,,744,208,19750
466,13,41,2007-09-16,,0,,300,,,,"reuters, ana","On 3 September 2009 PM Kostas Karamanlis asked President Karolos Papoulias to dissolve Parliament (Reuters). President Papoulias dissolved Parliament on 7 Septmeber and called elections for 4 October (ANA).
",,201,672,876,300,20070
467,13,26,1948-04-18,,0,,574,29117270,26855741,26264458,archivio,,,503,,501,380,19480
468,1,10,2007-05-20,,0,,18,6691080,1955466,1937696,ejpr,,,618,449,425,100,1020071
469,13,37,1957-03-05,,0,,147,,,,,,,584,,626,372,19570
471,13,43,1945-10-21,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_1945",522,,,,,,,,,329,250,19450
472,13,35,1991-09-15,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1991",349,6413172,5563043,5470882,parline,,Needs information about the largest party that won no seats.,428,,732,752,19910
473,13,35,1979-09-16,,0,,349,6040461,5480126,5448638,,,,262,,587,752,19790
474,1,27,1989-06-18,,0,,60,29283982,15989054,15623320,idea,,,254,557,834,724,1019890
475,13,41,2000-04-09,,0,,300,,,,,,,399,482,33,300,20000
477,13,74,1997-09-21,,0,,460,28409054,13616378,13088231,pkw,,,268,,437,616,19970
478,13,9,1949-10-10,,0,"http://en.wikipedia.org/wiki/Norwegian_parliamentary_election,_1949",150,2159005,1770897,1758366,mackie,,,220,,58,578,19490
479,13,43,1997-05-25,,0,"http://en.wikipedia.org/wiki/French_legislative_election,_1997",577,,,,,,,664,680,422,250,19970
480,13,63,1987-07-19,,1,,250,7930668,5676358,5552690,cne,,possible error in the primary source due to the valid votes,106,317,734,620,19870
482,1,41,1999-06-13,,0,,25,8912901,6712684,6428696,"ep, idea",,,399,613,33,300,1019990
483,13,72,1996-10-26,,1,,69,,,,,,,520,,881,470,19960
484,13,54,1983-03-06,,1,,498,44088935,39279529,38940687,bwl,,"Kohl had previously become Chancellor by winning a constructive vote of no confidence. However, he wanted to seek a new electoral mandate. Early elections were called after Kohl lost a faked vote of no confidence.",547,361,642,276,19830
485,13,35,1944-09-17,,0,"http://en.wikipedia.org/wiki/Swedish_general_election,_1944",230,4310241,3099103,3086304,,,,,,,752,19440
486,13,64,2010-06-13,,1,"http://en.wikipedia.org/wiki/Belgian_general_election,_2010",150,7767552,6929855,6527367,ibz,,Elections were held after the fall of the Leterme II cabinet.,401,638,431,56,20100
487,13,68,2002-06-15,,0,,200,8264484,4789145,4768006,volby,,,27,,443,203,20020
490,13,44,1987-06-11,,0,,650,43180573,32566523,32529578,,,,290,222,646,826,19870
491,1,37,1999-06-13,,0,,15,2864361,1438287,1391740,"ep, idea",,,316,34,126,372,1019990
492,13,59,1999-10-03,,0,,183,5838373,4695225,4622354,"bmi, yb-aut, parline","Election on 3 October 1999.
Parliament was dissoveld on 22 September 2002 after the end of Cabinet Schuessel I.",,162,16,412,40,19990
493,13,27,1979-03-01,,0,,350,,,,,,,42,,205,724,19790
495,13,59,1962-11-18,,1,,165,4805351,4506007,4456131,"bmi, yb-aut","Early election on 18 November 1962.
Parliament was dissolved after the end of the Klaus II cabinet. ",,347,,533,40,19620
496,13,43,1978-03-12,,0,,474,,,,,,,357,,72,250,19780
497,13,8,1948-07-07,,1,,100,,,,,,,182,,96,528,19480
498,13,26,2001-05-13,,0,,609,49256295,40085397,37122776,archivio,,"The sum of the seats in EJPR 2002 is 609 (own calculation), although it is stated that a total of 616 seats were allocated.
The official results don't allow to distinguish seats for parties in the single member district elections. Parline

Information in EJPR 2002 provides a more detailed information on partisanship than the official electoral results",551,363,239,380,20010
499,13,9,1977-09-11,,0,,155,2780190,2304496,2301110,nos-sv,,,523,,520,578,19770
500,13,27,2008-03-09,,0,,350,,,,afp,Early elections were announced on 29 July 2011 and parliament was dissolved on 26 September following an economic crisis.,,164,368,806,724,20080
501,13,64,1981-11-08,,1,,212,6877466,6502070,6025027,ibz,,,663,442,429,56,19810
502,13,26,1976-06-20,,1,,630,40426658,37755083,36709578,archivio,,,65,,842,380,19760
503,13,26,1946-06-02,,0,"http://en.wikipedia.org/wiki/Italian_general_election,_1946",556,28005449,24947187,23016464,archivio,Constituent Assembly election on 2 June 1946.,,,,790,380,19460
504,1,63,1989-06-18,,0,,24,8121564,4149756,4022000,"cne, idea",,possible error in the primary source due to the valid votes,480,535,718,620,1019890
505,1,7,1999-06-13,,0,,6,216512,185768,168546,"ep, idea",,,306,594,621,442,1019990
506,13,5,1986-07-06,,1,,512,86426845,61707654,60448610,parline,,,138,,568,392,19860
507,13,26,1958-05-25,,0,,596,32434835,30434681,29560269,archivio,,,642,,280,380,19580
508,13,41,1989-11-05,,0,,300,,,,,,,205,518,721,300,19891
509,13,72,2003-04-12,,0,,65,,,,,,,173,,582,470,20030
511,13,5,2003-11-09,,1,,480,102306684,61183286,59102827,parline,,,237,,840,392,20030
