id,country_id,commission_year,commission_name,person_id,person_id_source,start_date,end_date,incumbent,one_seat,party_id,government_party,president,portfolio,elected,score_position,highest_position,data_source,comment,previous_cabinet_id
132,37,1993,Delors III,6689,"Flynn, Padraig",1993-01-06,1995-01-05,0,1,280,0,0,social affairs and employment,1,1.24,minister justice,doering,,870
133,27,1993,Delors III,10937,"Marin, Manuel",1993-01-06,1995-01-05,1,0,902,0,0,development,1,0.5,junior minister relations to EC,doering,,37
134,27,1993,Delors III,15606,"Matutes, Abel",1993-01-06,1994-04-27,1,0,645,1,0,energy and transport,1,0.33,mp,doering,,37
135,64,1993,Delors III,2416,"Miert, Karl van",1993-01-06,1995-01-05,1,1,1029,0,0,competition,1,1.0,leader oppostion party,doering,,624
136,44,1993,Delors III,6598,"Millan, Bruce",1993-01-06,1995-01-05,1,0,1556,1,0,regional policy,1,0.8,Scottish secretary,doering,,678
137,27,1993,Delors III,1092,"Oreja Aguirre, Marcelino",1994-04-27,1995-01-05,0,0,645,1,0,energy and transport,1,1.43,junior minister foreign affairs,doering,,654
138,41,1993,Delors III,9502,"Paleokrassas, Ioannis L.",1993-01-06,1995-01-05,0,1,47,0,0,environment,1,1.64,minister finance,doering,,362
139,63,1993,Delors III,9061,"Pinheiro, Joao de Deus",1993-01-06,1995-01-05,0,1,1273,0,0,internal political relations,1,1.33,minister foreign affairs,doering,,282
140,26,1993,Delors III,1353,"Ruberti, Antonio",1993-01-06,1995-01-05,0,0,1475,0,0,science. research and development,1,0.52,minister universities and scientific research,doering,,176
141,54,1993,Delors III,12760,"Schmidhuber, Peter",1993-01-06,1995-01-05,1,0,1180,0,0,budget,1,0.2,state junior minister in Bavaria,doering,,862
128,54,1993,Delors III,2913,"Bangemann, Martin",1993-01-06,1995-01-05,1,0,543,0,0,industry,1,0.99,minister economic affairs,doering,,862
129,44,1993,Delors III,14789,"Brittan, Leon",1993-01-06,1995-01-05,1,0,773,0,0,external economic affairs,1,1.32,minister interior,doering,,678
130,8,1993,Delors III,14964,"Broek, Hans van den",1993-01-06,1995-01-05,0,1,235,0,0,external political relations,1,1.16,minister foreign affairs,doering,,148
131,21,1993,Delors III,6634,"Christophersen, Henning",1993-01-06,1995-01-05,1,1,1605,0,0,economic and financial affairs,1,1.88,minister finance,doering,,11
145,43,1993,Delors III,5804,"Delors, Jacques",1993-01-06,1995-01-05,1,0,1539,0,1,president,1,1.92,minister economy and defense,doering,,199
146,54,1995,Santer,2913,"Bangemann, Martin",1995-01-06,1999-03-15,1,0,543,0,0,industry,1,0.99,minister economic affairs,doering,,778
147,21,1995,Santer,4640,"Bjerregaard, Ritt",1995-01-06,1999-03-15,0,1,1629,0,0,environment and nuclear safety,1,1.09,minister social affairs,doering,,189
148,26,1995,Santer,13774,"Bonino, Emma",1995-01-06,1999-03-15,0,0,1296,0,0,fisheries. consumer policy,1,0.33,mp/mep,doering,check munzinger,672
149,44,1995,Santer,14789,"Brittan, Leon",1995-01-06,1999-03-15,1,0,773,0,0,external economic affairs,1,1.32,minister interior,doering,,678
150,8,1995,Santer,14964,"Broek, Hans van den",1995-01-06,1999-03-15,1,1,235,1,0,external political relations (Europe),1,1.16,minister foreign affairs,doering,,637
151,43,1995,Santer,12350,"Cresson, Edith",1995-01-06,1999-03-15,0,0,1539,1,0,science. research and development,1,2.75,prime minister,doering,,318
152,59,1995,Santer,2619,"Fischler, Franz",1995-01-06,1999-03-15,0,1,1013,0,0,agriculture and rural development,1,0.86,minister agriculture and forestry,doering,,294
153,37,1995,Santer,6689,"Flynn, Padraig",1995-01-06,1999-03-15,1,1,280,1,0,employment and social affairs,1,1.24,minister justice,doering,,573
154,35,1995,Santer,16361,"Gradin, Anita",1995-01-06,1999-03-15,0,1,904,0,0,immigration. home affairs and justice,1,0.65,second or subordinate minister,doering,,528
155,44,1995,Santer,217,"Kinnock, Neil",1995-01-06,1999-03-15,0,0,1556,1,0,transport,1,1.0,leader oppostion party,doering,,678
156,67,1995,Santer,5160,"Liikanen, Erkki Antero",1995-01-06,1999-03-15,0,1,395,1,0,budget,1,2.01,minister finance,doering,,206
157,27,1995,Santer,10937,"Marin, Manuel",1995-01-06,1999-03-15,1,0,902,0,0,legal service,1,0.5,junior minister relations to EC,doering,,654
158,64,1995,Santer,2416,"Miert, Karl van",1995-01-06,1999-03-15,1,1,1029,0,0,competition,1,1.0,leader oppostion party,doering,,624
159,26,1995,Santer,12444,"Monti, Mario",1995-01-06,1999-03-15,0,0,1552,1,0,internal market,0,0.2,professor,doering,,672
160,27,1995,Santer,1092,"Oreja Aguirre, Marcelino",1995-01-06,1999-03-15,1,0,645,1,0,relations with ep,1,1.43,minister foreign affairs,doering,,654
161,41,1995,Santer,2471,"Papaoutsis, Christos",1995-01-06,1999-03-15,0,1,1338,0,0,energy and EURATOM,1,0.33,mep,doering,,74
162,63,1995,Santer,9061,"Pinheiro, Joao de Deus",1995-01-06,1999-03-15,1,1,1273,0,0,external relations with africa and asia,1,1.33,minister foreign affairs,doering,,282
163,43,1995,Santer,11538,"Silguy, Yves-Thibault de",1995-01-06,1999-03-15,0,0,138,0,0,economic and financial affairs,0,0.2,diplomat,doering,,318
164,54,1995,Santer,13908,"Wulf-Mathies, Monika",1995-01-06,1999-03-15,0,0,558,1,0,regional policy,0,0.2,union head,doering,check munzinger,778
165,7,1995,Santer,6273,"Santer, Jacques",1995-01-06,1999-03-15,0,1,1234,0,1,president,1,2.75,prime minister,doering,,222
180,21,1999,Prodi,11480,"Nielson, Poul",1999-09-16,2004-11-21,0,1,1629,0,0,development and humanitarian aid,1,0.83,minister energy,doering,,630
181,27,1999,Prodi,4322,Loyola de Palacio,1999-09-16,2004-11-21,0,0,645,0,0,relations with ep. transport and energy,0,0.92,minister agriculture. fisheries and food,doering,,370
182,44,1999,Prodi,3329,"Patten, Chris",1999-09-16,2004-11-21,0,0,773,1,0,external relations,1,0.5,minister without portfolio,doering,,838
183,7,1999,Prodi,1129,"Reding, Viviane",1999-09-16,2004-11-21,0,1,1234,0,0,education and culture,1,0.33,mp/mep,doering,,196
184,67,1999,Prodi,1265,"Rehn, Olli",2004-07-12,2004-11-21,0,1,94,0,0,enterprise and information society,0,0.33,mp/mep,doering,,759
172,41,1999,Prodi,16154,"Diamantopoulou, Anna",1999-09-16,2004-03-10,0,1,1338,0,0,employment and social affairs,1,0.5,junior minister industry,doering,,33
173,41,1999,Prodi,15665,"Dimas, Stavros",2004-03-11,2009-10-31,0,1,47,0,0,employment and social affairs,1,0.99,minister industry,doering,,876
174,59,1999,Prodi,2619,"Fischler, Franz",1999-09-16,2004-11-21,1,1,1013,0,0,agriculture and rural development,1,0.86,minister agriculture and forestry,doering,,412
175,44,1999,Prodi,217,"Kinnock, Neil",1999-09-16,2004-11-21,1,0,1556,1,0,transport,1,1.0,leader oppostion party,doering,,838
176,43,1999,Prodi,2329,"Lamy, Pascal",1999-09-16,2004-11-21,0,0,1539,0,0,trade,0,0.2,administrative career,doering,,481
177,67,1999,Prodi,5160,"Liikanen, Erkki Antero",1999-09-16,2004-07-11,1,1,395,0,0,budget,1,2.01,minister finance,doering,,352
178,64,1999,Prodi,14013,"Michel, Louis",2004-08-12,2004-11-21,0,1,915,0,0,research,1,1.28,minister foreign affairs,doering,,449
179,26,1999,Prodi,12444,"Monti, Mario",1999-09-16,2004-11-21,1,0,1552,1,0,internal market,0,0.2,professor,doering,,214
166,27,1999,Prodi,15779,"Almunia, Joaquin",2004-04-26,2009-10-31,0,0,902,1,0,economic and monetary affairs,1,1.03,minister employment,doering,,806
167,43,1999,Prodi,6420,"Barnier, Michel",1999-09-16,2004-11-21,0,0,138,1,0,regional policy,1,0.71,minister environment,doering,,481
168,43,1999,Prodi,10419,"Barrot, Jacques",1999-09-16,2004-11-21,0,0,509,0,0,regional policy,1,1.13,minister for labour and social affairs,doering,,481
169,8,1999,Prodi,10011,"Bolkestein, Frederik",1999-09-16,2004-11-21,0,1,1409,0,0,internal market,1,1.0,leader party group. minister defence,doering,,749
170,64,1999,Prodi,1146,"Busquin, Philippe",1999-09-16,2004-08-13,0,1,1378,0,0,research,1,1.13,minister social affairs,doering,,193
171,37,1999,Prodi,376,"Byrne, David",1999-09-16,2004-11-21,0,1,280,0,0,health and consumer protection,1,0.9,attorney general,doering,check munzinger,126
185,54,1999,Prodi,2882,"Schreyer, Michaele",1999-09-16,2004-11-21,0,0,772,0,0,budget,1,0.2,minister of a german state,doering,,107
186,27,1999,Prodi,12745,"Solbes, Pedro",1999-09-16,2004-04-25,0,0,902,1,0,economic and monetary affairs,1,1.64,minister economic and financial affairs,doering,no formal party member,370
187,54,1999,Prodi,5799,"Verheugen, Guenther",1999-09-16,2004-11-21,0,0,558,0,0,enlargement,1,0.82,junior minister foreign affairs,doering,,107
188,63,1999,Prodi,8039,"Vitorino, Antonio",1999-09-16,2004-11-21,0,1,725,0,0,justice and home affairs,1,1.13,minister defence,doering,,265
189,35,1999,Prodi,1056,"Wallstroem, Margot",1999-09-16,2004-11-21,0,1,904,0,0,environment,1,1.22,minister social affairs,doering,,503
190,26,1999,Prodi,6321,"Prodi, Romani",1999-09-16,2004-11-21,0,0,1048,0,1,president,1,2.48,prime minister,doering,check munzinger,214
222,51,2004,Barroso I,12688,"Vassiliou, Androulla",2008-03-03,2009-10-31,0,1,1523,1,0,Health,1,0.33,mp/mep,ec.europa.eu,,289
223,26,2004,Barroso I,6887,"Tajani, Antonio",2008-05-08,2009-10-31,0,1,596,1,0,transport,1,0.33,mp/mep,ec.europa.eu,,823
224,44,2004,Barroso I,9961,"Ashton, Catherine",2008-10-06,2009-10-31,1,1,1556,1,0,trade,1,1.0,leader of the house of lords,ec.europa.eu,,119
225,15,2004,Barroso I,3567,"Šemeta, Algirdas",2009-07-01,2009-10-31,0,1,293,0,0,financial programming and budget,1,1.74,minister finance,Munzinger,,688
226,74,2004,Barroso I,16864,"Samecki, Pawel",2009-07-04,2009-10-31,0,1,1011,1,0,regional policy,,0.5,deputy minister of finance. acting secretary of the Committee for European Integration,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",according to Wikipedia close to PO http://de.wikipedia.org/wiki/Kommission_Barroso_I,164
227,1,2004,Barroso I,16865,"Šefčovič, Maroš",2009-10-01,2009-10-31,0,1,1359,1,0,education. training. culture and mulitlingualism,,0.2,Ambassador. Slovakian permanent representative to the EU,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",according to Wikipedia close to SMER http://de.wikipedia.org/wiki/Europ%C3%A4ische_Kommission,269
228,64,2004,Barroso I,15520,"De Gucht, Karel",2009-07-17,2009-10-31,0,1,1110,1,0,development and humanitarian aid,,1.28,minister foreign affairs and european affairs,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,80
213,68,2004,Barroso I,2947,"Spidla, Vladimir",2004-11-22,2009-10-31,0,1,789,0,0,employment. social affairs and equal opportunitis,1,1.96,prime minister,doering,,580
214,54,2004,Barroso I,5799,"Verheugen, Guenther",2004-11-22,2009-10-31,1,1,558,0,0,enterprise and industry,1,0.82,junior minister foreign affairs,doering,,529
215,35,2004,Barroso I,1056,"Wallstroem, Margot",2004-11-22,2009-10-31,1,1,904,0,0,institutional relations and communication strategy,1,1.22,minister social affairs,doering,,641
216,63,2004,Barroso I,3890,"Barroso, Jose Manuel",2004-11-22,2009-10-31,0,1,1273,0,1,president,1,2.2,prime minister,doering,,755
220,10,2004,Barroso I,2129,"Kunewa, Meglena",2007-01-01,2009-10-31,0,1,544,1,0,consumer protection,1,1.29,minister european affairs,doering,,425
221,23,2004,Barroso I,1763,"Orban, Leonard",2007-01-01,2009-10-31,0,1,761,0,0,multilingualism,0,0.2,chief accession negotiator,doering,,28
191,27,2004,Barroso I,15779,"Almunia, Joaquin",2004-11-22,2009-10-31,1,1,902,0,0,economic and monetary affairs,1,1.03,minister employment,doering,,806
192,43,2004,Barroso I,10419,"Barrot, Jacques",2004-11-22,2009-10-31,1,1,658,0,0,transport,1,1.13,minister for labour and social affairs,doering,,802
193,72,2004,Barroso I,9806,"Borg, Joe",2004-11-22,2009-10-31,0,1,984,0,0,fisheries and maritim affairs,1,1.43,minister foreign affairs,doering,,298
194,41,2004,Barroso I,15665,"Dimas, Stavros",2004-11-22,2009-10-31,1,1,47,0,0,environment,1,0.99,minister industry,doering,,876
195,59,2004,Barroso I,706,"Ferrero-Waldner, Benita",2004-11-22,2009-10-31,0,1,1013,0,0,external relations + european neighbourhood policy,1,1.18,minister foreign affairs,doering,,257
196,1,2004,Barroso I,5535,"Figel, Jan",2004-11-22,2009-10-01,0,1,1432,0,0,education. training. culture and mulitlingualism,1,0.5,junior minister foreign affairs,doering,,547
197,21,2004,Barroso I,1017,"Fischer Boel, Mariann",2004-11-22,2009-10-31,0,1,1605,0,0,agriculture and rural development,0,1.0,minister food. agriculture and fisheries,doering,,482
198,26,2004,Barroso I,16235,"Frattini, Franco",2004-11-22,2008-04-23,0,1,596,0,0,justice. freedom and security,0,1.69,minister foreign affairs,doering,,256
199,15,2004,Barroso I,1266,"Grybauskaite, Dalia",2004-11-22,2009-07-01,0,1,58,0,0,financial programming and budget,1,1.74,minister finance,doering,,405
200,74,2004,Barroso I,4141,"Huebner, Danuta",2004-11-22,2009-07-04,0,1,1011,0,0,regional policy,1,1.03,minister european affairs,doering,no party affiliation but government member,322
201,75,2004,Barroso I,16396,"Kallas, Siim",2004-11-22,2009-10-31,0,1,113,0,0,administrative affairs. audit and anti-fraud,1,2.25,prime minister,doering,,138
202,39,2004,Barroso I,6668,"Kovacs, Laszlo",2004-11-22,2009-10-31,0,1,1591,0,0,taxation and customs union,1,1.51,minister foreign affairs,doering,,188
203,8,2004,Barroso I,10749,"Kroes, Neelie",2004-11-22,2009-10-31,0,1,1409,0,0,competiton,1,0.92,minister transport,doering,,124
204,51,2004,Barroso I,8533,"Kyprianou, Markos",2004-11-22,2008-03-02,0,1,851,0,0,health and consumer affairs,1,1.64,minister finance,doering,,342
206,44,2004,Barroso I,6255,"Mandelson, Peter",2004-11-22,2008-10-03,0,1,1556,0,0,trade,1,0.5,junior minister trade and industry (Northern Ireland),doering,,19
207,37,2004,Barroso I,506,"McCreevy, Charly",2004-11-22,2009-10-31,0,1,280,0,0,internal market and services,1,1.83,minister finance,doering,,179
208,64,2004,Barroso I,14013,"Michel, Louis",2004-11-22,2009-07-17,1,1,915,0,0,development and humanitarian aid,1,1.28,minister foreign affairs,doering,,449
209,55,2004,Barroso I,16359,"Piebalgs, Andris",2004-11-22,2009-10-31,0,1,526,1,0,energy,1,1.64,minister finance,doering,,153
210,60,2004,Barroso I,12406,"Potocnik, Janez",2004-11-22,2009-10-31,0,1,1370,0,0,science and research,1,1.07,minister without portfolio (European affairs),doering,,292
211,7,2004,Barroso I,1129,"Reding, Viviane",2004-11-22,2009-10-31,1,1,1234,0,0,information society and media,1,0.33,mp/mep,doering,,12
212,67,2004,Barroso I,1265,"Rehn, Olli",2004-11-22,2009-10-31,1,1,94,0,0,enlargement,0,0.33,mp/mep,doering,,759
245,35,2010,Barroso II,9042,"Malmström, Cecilia",2010-02-10,2014-10-31,0,1,892,0,0,home affairs,,0.65,minister european affairs,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",position score 0.65 second or subordinate ministers,475
246,54,2010,Barroso II,16863,"Oettinger, Günther",2010-02-10,2014-10-31,0,1,808,0,0,energy,,1.0,minister-president of Baden-Württemberg,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,472
247,55,2010,Barroso II,16359,"Piebalgs, Andris",2010-02-10,2014-10-31,1,1,662,1,0,development,,1.64,minister finance,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,477
248,60,2010,Barroso II,12406,"Potocnik, Janez",2010-02-10,2014-10-31,1,1,1370,0,0,environment,,1.07,minister without portfolio (European affairs),"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",close to LDS according to Wikipedia,803
249,7,2010,Barroso II,1129,"Reding, Viviane",2010-02-10,2014-10-31,1,1,1234,0,0,justice. fundamental rights and citizenship,,0.33,mp/mep,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,601
250,67,2010,Barroso II,1265,"Rehn, Olli",2010-02-10,2014-10-31,1,1,94,0,0,economic and monetary affairs,,0.33,mp/mep,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,277
251,1,2010,Barroso II,16865,"Šefčovič, Maroš",2010-02-10,2014-10-31,1,1,1359,1,0,inter-institutional relations and administration,,0.2,Ambassador. Slovakian permanent representative to the EU,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",according to Wikipedia close to SMER http://de.wikipedia.org/wiki/Europ%C3%A4ische_Kommission,269
252,15,2010,Barroso II,3567,"Šemeta, Algirdas",2010-02-10,2014-10-31,1,1,293,0,0,taxation and customs union. audit and anti-fraud,,1.74,minister finance,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,688
253,26,2010,Barroso II,6887,"Tajani, Antonio",2010-02-10,2014-10-31,1,1,51,0,0,industry and entrepreneurship,,0.33,mp/mep,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,823
254,51,2010,Barroso II,12688,"Vassiliou, Androulla",2010-02-10,2014-10-31,1,1,1523,1,0,education. culture. multilingualism and youth,,0.33,mp/mep,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,289
255,63,2010,Barroso II,3890,"Barroso, Jose Manuel",2010-02-10,2014-10-31,1,1,1273,1,1,president,,2.2,prime minister,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,858
229,27,2010,Barroso II,15779,"Almunia, Joaquin",2010-02-10,2014-10-31,1,1,902,0,0,competition,,1.03,minister employment,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,497
230,39,2010,Barroso II,16866,"Andor, László",2010-02-10,2014-10-31,0,1,1591,0,0,employment. social affairs and inclusion,,0.2,member of the board of directors EBRD,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,162
231,44,2010,Barroso II,9961,"Ashton, Catherine",2010-02-10,2014-10-31,1,1,1556,0,0,high representative of the union for foreign affairs and security policy,,1.0,leader of the house of lords,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,119
232,43,2010,Barroso II,6420,"Barnier, Michel",2010-02-10,2014-10-31,0,1,658,0,0,internal market and services,,1.45,minister foreign affairs,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,306
233,23,2010,Barroso II,16867,"Cioloş, Dacian",2010-02-10,2014-10-31,0,1,761,1,0,agriculture and rural development,,0.97,minister agriculture and rural development,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",member cabinett Popescu-Tariceanu III; Duration: 2007-04-05 – 2008-11-30. at the time of nomination other parties were in power,993
234,41,2010,Barroso II,16868,"Damanaki, Maria",2010-02-10,2014-10-31,0,1,1338,0,0,maritime affairs and fisheries,,0.33,mp/mep,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,224
235,72,2010,Barroso II,11019,"Dalli, John",2010-02-10,2014-10-31,0,1,984,0,0,health and consumer policy,,1.43,"minister finance and economic affairs, foreign minister","ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",Malta is not coded; position score 1.43 is for the position of foreign minister (see Joe Borg). position score of finance minister might be higher,468
236,64,2010,Barroso II,15520,"De Gucht, Karel",2010-02-10,2014-10-31,1,1,1110,1,0,trade,,1.28,minister foreign affairs and european affairs,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,431
237,68,2010,Barroso II,16869,"Füle, Štefan",2010-02-10,2014-10-31,0,1,1567,0,0,enlargement and european neighbourhood policy,,1.0,minister european affairs,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,157
238,37,2010,Barroso II,8185,"Geoghegan-Quinn, Máire",2010-02-10,2014-10-31,0,1,280,0,0,"research, innovation and science",,1.24,minister justice,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,173
239,10,2010,Barroso II,16870,"Georgieva, Kristalina",2010-02-10,2014-10-31,0,1,1541,0,0,international cooperation. humanitarian aid and crisis response,,0.2,vice president and corporate secretary of the World Bank Group,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",close to Citizens for European Development of Bulgaria (GERB),805
240,59,2010,Barroso II,1416,"Hahn, Johannes",2010-02-10,2014-10-31,0,1,1013,0,0,regional policy,0,0.89,minister science and research,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,268
241,21,2010,Barroso II,6095,"Hedegaard, Connie",2010-02-10,2014-10-31,0,1,590,0,0,climate action,,1.33,minister environment,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,71
242,75,2010,Barroso II,16396,"Kallas, Siim",2010-02-10,2014-10-31,1,1,113,0,0,transport,,2.25,prime minister,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,902
243,8,2010,Barroso II,10749,"Kroes, Neelie",2010-02-10,2014-10-31,1,1,1409,1,0,digital agenda,,0.92,minister transport,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,69
244,74,2010,Barroso II,14860,"Lewandowski, Janusz",2010-02-10,2014-10-31,0,1,512,0,0,financial programming and budget,,1.14,minister privatisation,"ec.europa.eu, Munzinger, Parlgov, Druckman/Roberts(2008), Druckman/Warwick (2005)",,164
