"","elect.uid","country","year","election_date","n.parties","p.crash.tm1","p.crash.tp1","s.crash.tm1","s.crash.tp1","c.location.mean.tm1","c.location.max.tm1","c.location.min.tm1","c.location.mean.tp1","c.location.max.tp1","c.location.min.tp1","share.v.crash.tm1","share.v.crash.tp1","np.vote","NP.d","S.NP.d","NP.n","S.NP.n","np.location.min","np.location.max","np.location.mean","uid"
"146",146,"Denmark","1988","1988-05-10",11,0,1,0,0,0,0,0,3.88888888888889,3.88888888888889,3.88888888888889,0,1.4,0,0,0,0,0,0,0,0,"Denmark1988"
"147",147,"Denmark","1990","1990-12-12",11,0,1,0,0,0,0,0,0,0,0,0,1.8,1.7,1,0,1,0,4.1087719348439,4.1087719348439,4.1087719348439,"Denmark1990"
"148",148,"Denmark","1994","1994-09-21",10,0,1,0,0.375,0,0,0,4.02592897331506,4.02592897331506,4.02592897331506,0,6.4,0,0,0,0,0,0,0,0,"Denmark1994"
"149",149,"Denmark","1998","1998-03-11",11,1,1,0.375,0.125,4.02592897331506,4.02592897331506,4.02592897331506,2.29342088232263,4.02592897331506,0.560912791330213,6.4,6.7,7.4,1,1,1,1,3.22687673418146,3.22687673418146,3.22687673418146,"Denmark1998"
"150",150,"Denmark","2001","2001-11-20",10,1,1,0.25,0,4.02592897331506,4.02592897331506,4.02592897331506,4.02592897331506,4.02592897331506,4.02592897331506,2.4,0.6,0,0,0,0,0,0,0,0,"Denmark2001"
"151",151,"Denmark","2005","2005-02-08",10,0,1,0,0,0,0,0,0.560912791330213,0.560912791330213,0.560912791330213,0,1,0,0,0,0,0,0,0,0,"Denmark2005"
"152",152,"Denmark","2007","2007-11-13",10,0,1,0,0.234615384615385,0,0,0,2.21856357922099,2.21856357922099,2.21856357922099,0,10.4,2.8,1,1,1,1,0,0,0,"Denmark2007"
"153",153,"Denmark","2011","2011-09-15",13,1,-Inf,0.469230769230769,0,2.21856357922099,2.21856357922099,2.21856357922099,0,0,0,10.4,0,0.82,1,1,4,4,0,0,0,"Denmark2011"
"154",154,"Estonia","1992","1992-09-20",12,0,1,0,0,0,0,0,2.22222222222222,3.33333333333333,0.555555555555555,0,77,NA,NA,NA,NA,NA,0.555555555555555,3.33333333333333,2.02025698144202,"Estonia1992"
"155",155,"Estonia","1995","1995-03-05",11,0,1,0,0,0,0,0,2.22222222222222,2.22222222222222,2.22222222222222,0,53.06,79.81,1,1,8,5,1.04377617863884,2.89690908242387,2.05430249442831,"Estonia1995"
"156",156,"Estonia","1999","1999-03-07",8,0,1,0,0.254562437530294,0,0,0,2.29373086089047,2.97180453517981,0.808465536760772,0,45.51,13.4,1,1,2,2,2.97180453517981,3.88888888888889,3.43034671203435,"Estonia1999"
"157",157,"Estonia","2003","2003-03-02",7,1,1,0.424270729217157,0,2.1323818885947,2.97180453517981,0.808465536760772,2.97180453517981,2.97180453517981,2.97180453517981,37.43,2.2,24.6,1,1,1,1,3.49624031468442,3.49624031468442,3.49624031468442,"Estonia2003"
"158",158,"Estonia","2007","2007-03-04",6,0,1,0,0.295774647887324,0,0,0,0.418796920776368,0.418796920776368,0.418796920776368,0,7.1,0,0,0,0,0,0,0,0,"Estonia2007"
"159",159,"Estonia","2011","2011-03-06",6,1,-Inf,0.295774647887324,0,0.418796920776368,0.418796920776368,0.418796920776368,0,0,0,7.1,0,0,0,0,0,0,0,0,0,"Estonia2011"
"160",160,"Finland","1927","1927-07-01",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.716666666666667,2.24505672702083,1.31909268622742,"Finland1927"
"161",161,"Finland","1929","1929-07-01",7,0,1,0,0.0740740740740741,0,0,0,0,0,0,0,13.5,1.1,1,0,1,0,0,0,0,"Finland1929"
"162",162,"Finland","1930","1930-10-01",7,1,1,0.0740740740740741,0,0,0,0,0,0,0,13.5,1,0,0,0,0,0,0,0,0,"Finland1930"
"163",163,"Finland","1933","1933-07-01",8,0,1,0,0,0,0,0,0,0,0,0,16.9,16.9,1,1,2,1,0,0,0,"Finland1933"
"164",164,"Finland","1936","1936-07-01",7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Finland1936"
"165",165,"Finland","1939","1939-07-01",6,0,1,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,"Finland1939"
"166",166,"Finland","1945","1945-03-18",8,0,1,0,0.120833333333333,0,0,0,1.63307021358557,1.63307021358557,1.63307021358557,0,1.7,25.2,1,1,3,2,1.63307021358557,2.8725,2.25278510679278,"Finland1945"
"167",167,"Finland","1948","1948-07-02",8,1,1,0.241666666666667,0,1.63307021358557,1.63307021358557,1.63307021358557,1.63307021358557,1.63307021358557,1.63307021358557,1.2,0.29,0.4,1,1,1,1,0,0,0,"Finland1948"
"168",168,"Finland","1951","1951-07-03",8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,1,0,0,0,0,"Finland1951"
"169",169,"Finland","1954","1954-03-08",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finland1954"
"170",170,"Finland","1958","1958-07-07",9,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1,1,1,1,0,0,0,"Finland1958"
"171",171,"Finland","1962","1962-02-05",10,0,1,0,0.227272727272727,0,0,0,1.63307021358557,1.63307021358557,1.63307021358557,0,2.72,0,0,0,0,0,0,0,0,"Finland1962"
"172",172,"Finland","1966","1966-03-21",10,1,0,0.454545454545455,0,1.63307021358557,1.63307021358557,1.63307021358557,0,0,0,2.2,0,0.45,1,0,1,0,2.18841393885324,2.18841393885324,2.18841393885324,"Finland1966"
"173",173,"Finland","1970","1970-03-16",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finland1970"
"174",174,"Finland","1972","1972-01-03",10,0,1,0,0.196506550218341,0,0,0,1.63307021358557,1.63307021358557,1.63307021358557,0,10.16,0,0,0,0,0,0,0,0,"Finland1972"
"175",175,"Finland","1975","1975-09-22",11,1,1,0.393013100436681,0,1.63307021358557,1.63307021358557,1.63307021358557,0,0,0,9.16,1.7,3.3,1,1,2,2,0,0,0,"Finland1975"
"176",176,"Finland","1979","1979-03-13",10,0,1,0,0.166666666666667,0,0,0,0.716666666666667,0.716666666666667,0.716666666666667,0,4.9,0,0,0,0,0,0,0,0,"Finland1979"
"177",177,"Finland","1983","1983-03-21",11,1,1,0.333333333333333,0,0,0,0,0,0,0,1.2,0.48,1.4,1,1,1,1,1.35352792174356,1.35352792174356,1.35352792174356,"Finland1983"
"178",178,"Finland","1987","1987-03-16",12,0,1,0,0,0,0,0,0,0,0,0,5.4,5.4,1,1,2,1,0,0,0,"Finland1987"
"179",179,"Finland","1991","1991-03-17",11,0,1,0,0.0902777777777778,0,0,0,1.17486844012612,1.63307021358557,0.716666666666667,0,6.07,0.47,1,0,1,0,0,0,0,"Finland1991"
"180",180,"Finland","1995","1995-03-19",12,1,1,0.270833333333333,0.119047619047619,1.63307021358557,1.63307021358557,1.63307021358557,0.25,0.25,0.25,4.8,4.11,4.11,1,1,3,2,0.25,0.25,0.25,"Finland1995"
"181",181,"Finland","1999","1999-03-21",11,1,1,0.357142857142857,0,0,0,0,1.59999990463257,1.59999990463257,1.59999990463257,2.8,2.1,1.1,1,1,1,1,1.59999990463257,1.59999990463257,1.59999990463257,"Finland1999"
"182",182,"Finland","2003","2003-03-16",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finland2003"
"183",183,"Finland","2007","2007-03-18",10,0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,"Finland2007"
"184",184,"Finland","2011","2011-04-17",9,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finland2011"
"185",185,"France","1945","1945-10-21",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.01035719394684,3.62593651474847,2.46815477079815,"France1945"
"186",186,"France","1946","1946-06-02",7,0,1,0,0,0,0,0,2.65833330154419,2.65833330154419,2.65833330154419,0,12.8,0,0,0,0,0,0,0,0,"France1946"
"187",187,"France","1946","1946-11-10",6,0,1,0,0.480769230769231,0,0,0,3.2,3.2,3.2,0,26,1.6,1,1,1,1,3.2,3.2,3.2,"France1946.5"
"188",188,"France","1951","1951-06-17",6,1,1,0.480769230769231,0.177272727272727,3.2,3.2,3.2,3.2,3.2,3.2,26,22,0,0,0,0,0,0,0,0,"France1951"
"189",189,"France","1956","1956-01-02",7,1,1,0.177272727272727,0,3.2,3.2,3.2,0,0,0,22,12.3,12.3,1,1,1,1,0,0,0,"France1956"
"190",190,"France","1958","1958-11-23",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"France1958"
"191",191,"France","1962","1962-11-18",8,0,1,0,0.275,0,0,0,2.56357146263123,2.56357146263123,2.56357146263123,0,12,2.7,1,1,2,2,2.05772491313793,2.05772491313793,2.05772491313793,"France1962"
"192",192,"France","1967","1967-03-05",8,1,1,0.275,0,2.56357146263123,2.56357146263123,2.56357146263123,0,0,0,12,0.6,0,0,0,0,0,0,0,0,"France1967"
"193",193,"France","1968","1968-06-23",7,0,1,0,0,0,0,0,0.865972222222222,1.01035719394684,0.721587250497607,0,16.7,0,0,0,0,0,0,0,0,"France1968"
"194",194,"France","1973","1973-03-04",9,0,1,0,0,0,0,0,1.74919309898659,3.2,0.869523741404216,0,50,18.3,1,1,3,3,0.869523741404216,0.91869052728017,0.885912670029534,"France1973"
"195",195,"France","1978","1978-03-12",6,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,1,1,2.49974605899387,2.49974605899387,2.49974605899387,"France1978"
"196",196,"France","1981","1981-06-14",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"France1981"
"197",197,"France","1986","1986-03-16",7,0,0,0,0,0,0,0,0,0,0,0,0,9.8,1,1,1,1,4.685428565979,4.685428565979,4.685428565979,"France1986"
"198",198,"France","1988","1988-06-05",7,0,1,0,0,0,0,0,2.56357146263123,2.56357146263123,2.56357146263123,0,2.7,0,0,0,0,0,0,0,0,"France1988"
"199",199,"France","1993","1993-03-21",8,0,1,0,0,0,0,0,0.91869052728017,0.91869052728017,0.91869052728017,0,1.8,1.1,1,1,1,1,0,0,0,"France1993"
"200",200,"France","1997","1997-05-25",9,0,1,0,0.205199958771387,0,0,0,2.02958729023404,3.62593651474847,1.10171424484253,0,30.4,6.3,1,1,2,1,1.36111111111111,1.84498414060805,1.60304762585958,"France1997"
"201",201,"France","2002","2002-06-09",8,1,1,0.410399917542775,0.141141141141141,2.3638253797955,3.62593651474847,1.10171424484253,2.98642857869466,4.685428565979,1.10171424484253,24.6,17.09,0,0,0,0,0,0,0,0,"France2002"
"202",202,"France","2007","2007-06-10",10,1,1,0.423423423423423,0.359094427244582,4.685428565979,4.685428565979,4.685428565979,0.91869052728017,0.91869052728017,0.91869052728017,11.1,11,1.6,1,1,1,1,0,0,0,"France2007"
"203",203,"France","2012","2012-06-10",14,1,-Inf,0.359094427244582,0,0.91869052728017,0.91869052728017,0.91869052728017,0,0,0,11,0,1.35,1,1,3,3,0,0,0,"France2012"
"204",204,"German Democratic Republic","1990","1990-03-18",20,0,1,0,0,0,0,0,0,0,0,0,58.8,NA,NA,NA,NA,NA,0,0,0,"German Democratic Republic1990"
"205",205,"Germany","1949","1949-08-14",11,0,1,0,0.209758266634328,0,0,0,3.6,3.6,3.6,0,16.2,NA,NA,NA,NA,NA,0.923316238321524,3.6,1.88312863957812,"Germany1949"
"206",206,"Germany","1953","1953-09-06",11,1,1,0.349597111057213,0,3.6,3.6,3.6,3.6,3.6,3.6,13,5.9,7.1,1,1,2,1,0,0,0,"Germany1953"
"207",207,"Germany","1957","1957-09-15",7,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,"Germany1957"
"208",208,"Germany","1961","1961-09-17",6,0,1,0,0,0,0,0,0,0,0,0,2.8,4.7,1,0,2,0,0,0,0,"Germany1961"
"209",209,"Germany","1965","1965-09-19",6,0,1,0,0,0,0,0,0,0,0,0,1.3,2,1,0,1,0,4.82456106888621,4.82456106888621,4.82456106888621,"Germany1965"
"210",210,"Germany","1969","1969-09-28",5,0,1,0,0,0,0,0,4.82456106888621,4.82456106888621,4.82456106888621,0,4.3,0,0,0,0,0,0,0,0,"Germany1969"
"211",211,"Germany","1972","1972-11-19",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Germany1972"
"212",212,"Germany","1976","1976-10-03",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Germany1976"
"213",213,"Germany","1980","1980-10-05",5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,1,0,2.06917642719797,2.06917642719797,2.06917642719797,"Germany1980"
"214",214,"Germany","1983","1983-03-06",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Germany1983"
"215",215,"Germany","1987","1987-01-25",5,0,1,0,0.457831325301205,0,0,0,2.06917642719797,2.06917642719797,2.06917642719797,0,8.3,0,0,0,0,0,0,0,0,"Germany1987"
"216",216,"Germany","1990","1990-12-02",8,1,1,0.457831325301205,0,2.06917642719797,2.06917642719797,2.06917642719797,2.06917642719797,2.06917642719797,2.06917642719797,8.3,3.8,5.7,1,1,3,2,2.06917642719797,4.27516599101165,3.37638032833518,"Germany1990"
"217",217,"Germany","1994","1994-10-16",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Germany1994"
"218",218,"Germany","1998","1998-09-27",8,0,1,0,0,0,0,0,4.50036505974292,4.72556412847419,4.27516599101165,0,3,1.2,1,0,1,0,4.72556412847419,4.72556412847419,4.72556412847419,"Germany1998"
"219",219,"Germany","2002","2002-09-22",6,0,1,0,0,0,0,0,3.78479856679593,3.78479856679593,3.78479856679593,0,4,0,0,0,0,0,0,0,0,"Germany2002"
"220",220,"Germany","2005","2005-09-18",7,0,0,0,0,0,0,0,0,0,0,0,0,8.7,1,1,1,1,3.78479856679593,3.78479856679593,3.78479856679593,"Germany2005"
"221",221,"Germany","2009","2009-09-27",8,0,-Inf,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,"Germany2009"
"222",222,"Greece","1974","1974-11-17",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.503223684210527,3.74704885940803,1.99558271953934,"Greece1974"
"223",223,"Greece","1977","1977-11-20",8,0,1,0,0,0,0,0,0,0,0,0,22.62,7.9,1,1,2,2,0,0,0,"Greece1977"
"224",224,"Greece","1981","1981-10-18",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greece1981"
"225",225,"Greece","1985","1985-06-02",4,0,1,0,0,0,0,0,3.74704885940803,3.74704885940803,3.74704885940803,0,11.7,0,0,0,0,0,0,0,0,"Greece1985"
"226",226,"Greece","1989","1989-06-18",5,0,1,0,0,0,0,0,0,0,0,0,1,14.5,1,1,3,3,2.23167292381588,2.23167292381588,2.23167292381588,"Greece1989"
"227",227,"Greece","1989","1989-11-05",5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,1,1,1,0,0,0,"Greece1989.5"
"228",228,"Greece","1990","1990-04-08",7,0,1,0,0,0,0,0,2.23167292381588,2.23167292381588,2.23167292381588,0,12.5,0,0,0,0,0,0,0,0,"Greece1990"
"229",229,"Greece","1993","1993-10-10",4,0,1,0,0,0,0,0,2.57142877578735,2.57142877578735,2.57142877578735,0,4.9,4.9,1,1,1,1,2.57142877578735,2.57142877578735,2.57142877578735,"Greece1993"
"230",230,"Greece","1996","1996-09-22",5,0,1,0,0,0,0,0,2.7,2.7,2.7,0,4.4,4.4,1,1,1,1,2.7,2.7,2.7,"Greece1996"
"231",231,"Greece","2000","2000-04-09",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greece2000"
"232",232,"Greece","2004","2004-03-07",6,0,1,0,0,0,0,0,2.46583646190794,2.7,2.23167292381588,0,1.8,0,0,0,0,0,0,0,0,"Greece2004"
"233",233,"Greece","2007","2007-09-16",5,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1,1,1,1,4.11,4.11,4.11,"Greece2007"
"234",234,"Greece","2009","2009-10-04",6,0,1,0,0.300227790432802,0,0,0,0.503223684210527,0.503223684210527,0.503223684210527,0,43.9,0,0,0,0,0,0,0,0,"Greece2009"
"235",235,"Greece","2012","2012-05-06",13,1,1,0.300227790432802,0,0.503223684210527,0.503223684210527,0.503223684210527,0,0,0,43.9,8.48,31.39,1,1,7,3,0,0,0,"Greece2012"
"236",236,"Greece","2012","2012-06-17",9,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greece2012.5"
"237",237,"Hungary","1990","1990-04-08",12,0,1,0,0.157894736842105,0,0,0,1.4825730994152,1.4825730994152,1.4825730994152,0,32.7,NA,NA,NA,NA,NA,1.03407719506158,4.01862997980843,2.1007091263442,"Hungary1990"
"238",238,"Hungary","1994","1994-05-29",10,1,1,0.394736842105263,0.190734893983625,1.4825730994152,1.4825730994152,1.4825730994152,1.63888343149226,2.4,1.03407719506158,26.6,41.1,1.6,1,0,1,0,4.60646193253366,4.60646193253366,4.60646193253366,"Hungary1994"
"239",239,"Hungary","1998","1998-05-24",8,1,1,0.317891489972708,0,1.63888343149226,2.4,1.03407719506158,3.20931498990421,4.01862997980843,2.4,38.4,15.4,0,0,0,0,0,0,0,0,"Hungary1998"
"240",240,"Hungary","2002","2002-04-21",8,0,1,0,0,0,0,0,2.43588694421868,4.60646193253366,0.265311955903705,0,10.43,3.9,1,0,1,0,0.265311955903705,0.265311955903705,0.265311955903705,"Hungary2002"
"241",241,"Hungary","2006","2006-04-09",8,0,1,0,0.220689814814815,0,0,0,1.54745904115673,2.12572682899341,1.03407719506158,0,54.7,2.2,1,1,2,1,4.60646193253366,4.60646193253366,4.60646193253366,"Hungary2006"
"242",242,"Hungary","2010","2010-04-25",7,1,-Inf,0.44137962962963,0,1.80414996420431,2.12572682899341,1.4825730994152,0,0,0,48.2,0,7.48,1,1,1,1,0,0,0,"Hungary2010"
"243",243,"Iceland","1942","1942-10-18",5,0,1,0,0,0,0,0,0,0,0,0,2.15,NA,NA,NA,NA,NA,0.0365497076023393,2.48538011695906,1.02582846003899,"Iceland1942"
"244",244,"Iceland","1946","1946-06-30",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland1946"
"245",245,"Iceland","1949","1949-10-24",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland1949"
"246",246,"Iceland","1953","1953-06-28",6,0,1,0,0,0,0,0,0,0,0,0,25.3,9.3,1,1,2,1,0,0,0,"Iceland1953"
"247",247,"Iceland","1956","1956-06-24",4,0,0,0,0,0,0,0,0,0,0,0,0,19.2,1,1,1,1,2.77777777777778,2.77777777777778,2.77777777777778,"Iceland1956"
"248",248,"Iceland","1959","1959-06-28",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland1959"
"249",249,"Iceland","1959","1959-10-25",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland1959.5"
"250",250,"Iceland","1963","1963-06-09",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland1963"
"251",251,"Iceland","1967","1967-06-11",6,0,1,0,0,0,0,0,0,0,0,0,1.1,4.8,1,1,2,1,0,0,0,"Iceland1967"
"252",252,"Iceland","1971","1971-06-13",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland1971"
"253",253,"Iceland","1974","1974-06-30",5,0,1,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,"Iceland1974"
"254",254,"Iceland","1978","1978-06-25",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland1978"
"255",255,"Iceland","1979","1979-12-02",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland1979"
"256",256,"Iceland","1983","1983-04-23",6,0,1,0,0.0273972602739726,0,0,0,0,0,0,0,7.3,12.8,1,1,2,2,2.77777777777778,2.77777777777778,2.77777777777778,"Iceland1983"
"257",257,"Iceland","1987","1987-04-25",8,1,1,0.0273972602739726,0,0,0,0,0,0,0,7.3,12.3,12.1,1,1,2,2,0,0,0,"Iceland1987"
"258",258,"Iceland","1991","1991-04-20",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland1991"
"259",259,"Iceland","1995","1995-04-08",6,0,1,0,0,0,0,0,0,0,0,0,7.2,7.2,1,1,1,1,0,0,0,"Iceland1995"
"260",260,"Iceland","1999","1999-05-08",5,0,0,0,0,0,0,0,0,0,0,0,0,13.3,1,1,2,2,1.22009578504058,3.81578947368421,2.51794262936239,"Iceland1999"
"261",261,"Iceland","2003","2003-05-10",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iceland2003"
"262",262,"Iceland","2007","2007-05-12",5,0,1,0,0.301369863013699,0,0,0,1.22009578504058,1.22009578504058,1.22009578504058,0,7.3,0,0,0,0,0,0,0,0,"Iceland2007"
"263",263,"Iceland","2009","2009-04-25",6,1,-Inf,0.301369863013699,0,1.22009578504058,1.22009578504058,1.22009578504058,0,0,0,7.3,0,7.2,1,1,1,1,0,0,0,"Iceland2009"
"264",264,"Ireland","1944","1944-05-30",5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.07134670168335,1.43723824975087,1.29447560132518,"Ireland1944"
"265",265,"Ireland","1948","1948-02-04",6,0,1,0,0.154135338345865,0,0,0,0,0,0,0,13.3,13.3,1,1,1,1,0,0,0,"Ireland1948"
"266",266,"Ireland","1951","1951-05-30",5,1,0,0.308270676691729,0,0,0,0,0,0,0,13.3,0,0,0,0,0,0,0,0,0,"Ireland1951"
"267",267,"Ireland","1954","1954-04-18",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ireland1954"
"268",268,"Ireland","1957","1957-03-05",7,0,1,0,0,0,0,0,2.39490547514798,2.58333333333333,2.20647761696263,0,5.3,0,0,0,0,0,0,0,0,"Ireland1957"
"269",269,"Ireland","1961","1961-10-04",6,0,1,0,0,0,0,0,0,0,0,0,2.5,1,1,1,1,1,0,0,0,"Ireland1961"
"270",270,"Ireland","1965","1965-04-07",4,0,1,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,"Ireland1965"
"271",271,"Ireland","1969","1969-06-16",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ireland1969"
"272",272,"Ireland","1973","1973-02-28",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ireland1973"
"273",273,"Ireland","1977","1977-06-16",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ireland1977"
"274",274,"Ireland","1981","1981-06-11",6,0,1,0,0,0,0,0,0,0,0,0,3.4,5.1,1,1,3,3,3.2,3.2,3.2,"Ireland1981"
"275",275,"Ireland","1982","1982-02-18",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ireland1982"
"276",276,"Ireland","1982","1982-11-24",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ireland1982.5"
"277",277,"Ireland","1987","1987-02-17",6,0,1,0,0.458333333333333,0,0,0,3.01089163172315,3.01089163172315,3.01089163172315,0,12,12,1,1,1,1,3.01089163172315,3.01089163172315,3.01089163172315,"Ireland1987"
"278",278,"Ireland","1989","1989-06-15",7,1,1,0.458333333333333,0,3.01089163172315,3.01089163172315,3.01089163172315,3.2,3.2,3.2,12,5.6,1.5,1,1,1,1,2.56497161426042,2.56497161426042,2.56497161426042,"Ireland1989"
"279",279,"Ireland","1992","1992-11-25",6,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1,1,1,1,3.11111111111111,3.11111111111111,3.11111111111111,"Ireland1992"
"280",280,"Ireland","1997","1997-06-06",8,0,1,0,0,0,0,0,3.11111111111111,3.11111111111111,3.11111111111111,0,2.5,0.7,1,1,1,1,3.66666662693024,3.66666662693024,3.66666662693024,"Ireland1997"
"281",281,"Ireland","2002","2002-05-15",7,0,1,0,0,0,0,0,3.66666662693024,3.66666662693024,3.66666662693024,0,0.8,0,0,0,0,0,0,0,0,"Ireland2002"
"282",282,"Ireland","2007","2007-05-24",6,0,1,0,0.267082651391162,0,0,0,2.21573664922231,3.01089163172315,1.07134670168335,0,49,0,0,0,0,0,0,0,0,"Ireland2007"
