"","elect.uid","country","year","election_date","n.parties","p.crash.tm1","p.crash.tp1","s.crash.tm1","s.crash.tp1","c.location.mean.tm1","c.location.max.tm1","c.location.min.tm1","c.location.mean.tp1","c.location.max.tp1","c.location.min.tp1","share.v.crash.tm1","share.v.crash.tp1","np.vote","NP.d","S.NP.d","NP.n","S.NP.n","np.location.min","np.location.max","np.location.mean","uid"
"283",283,"Ireland","2011","2011-02-25",7,1,-Inf,0.400623977086743,0,1.81815915797189,2.56497161426042,1.07134670168335,0,0,0,46.3,0,0,0,0,0,0,0,0,0,"Ireland2011"
"284",284,"Italy","1946","1946-06-02",16,0,1,0,0.0337837837837838,0,0,0,0,0,0,0,10.19,NA,NA,NA,NA,NA,0.0296296296296301,3.4,1.22370374185068,"Italy1946"
"285",285,"Italy","1948","1948-04-18",13,1,1,0.27027027027027,0,0,0,0,0.80000019073486,0.80000019073486,0.80000019073486,0.74,31.81,9.55,1,1,3,3,0.379444444444444,4.17777777777778,1.65240743919655,"Italy1948"
"286",286,"Italy","1953","1953-06-07",9,0,1,0,0.318840579710145,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,"Italy1953"
"287",287,"Italy","1958","1958-05-25",12,1,1,0.318840579710145,0,0,0,0,0,0,0,6.9,5.39,3.19,1,1,2,2,0,0,0,"Italy1958"
"288",288,"Italy","1963","1963-04-28",10,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,"Italy1963"
"289",289,"Italy","1968","1968-05-19",9,0,1,0,0.211111111111111,0,0,0,0,0,0,0,5.8,4.5,1,1,1,1,0,0,0,"Italy1968"
"290",290,"Italy","1972","1972-05-07",10,1,1,0.422222222222222,0.111111111111111,0,0,0,1.45,1.45,1.45,4.5,5.9,0,0,0,0,0,0,0,0,"Italy1972"
"291",291,"Italy","1976","1976-06-20",11,1,1,0.333333333333333,0,1.45,1.45,1.45,4.5,4.5,4.5,3.9,1.5,1.57,1,1,2,2,3.61666662693024,4.5,4.05833331346512,"Italy1976"
"292",292,"Italy","1979","1979-06-03",12,0,1,0,0,0,0,0,3.61666662693024,3.61666662693024,3.61666662693024,0,1.58,0.18,1,1,1,1,0,0,0,"Italy1979"
"293",293,"Italy","1983","1983-06-26",14,0,1,0,0,0,0,0,0,0,0,0,1.4,1.74,1,1,2,1,0,0,0,"Italy1983"
"294",294,"Italy","1987","1987-06-14",15,0,1,0,0.0769230769230769,0,0,0,2.58981290364405,4.5,0.80000019073486,0,34.32,2.98,1,1,2,2,3.22222222222222,3.22222222222222,3.22222222222222,"Italy1987"
"295",295,"Italy","1992","1992-04-05",16,1,1,0.461538461538462,0,1.02684210526316,1.02684210526316,1.02684210526316,1.33959259259259,4.17777777777778,0.0296296296296301,2.6,45.88,35.49,1,1,6,6,2.37233697924698,4.11514230472163,2.9789416262246,"Italy1992"
"296",296,"Italy","1994","1994-03-27",23,0,0,0,0,0,0,0,0,0,0,0,0,96.6,1,1,14,11,0,3.08711999039901,1.12662349487008,"Italy1994"
"297",297,"Italy","1996","1996-04-21",14,0,1,0,0,0,0,0,2.62754876210676,2.62754876210676,2.62754876210676,0,0.22,0,1,1,2,2,0.906666666666667,0.906666666666667,0.906666666666667,"Italy1996"
"298",298,"Italy","2001","2001-05-13",17,0,1,0,0,0,0,0,1.61015661523705,2.62754876210676,0.43,0,45.57,6.41,1,1,5,3,0.128791382103632,3.95765180738349,1.38179597727039,"Italy2001"
"299",299,"Italy","2006","2006-04-09",17,0,1,0,0,0,0,0,1.49376063703793,3.08711999039901,0.285,0,20.58,1.82,1,1,3,3,0.285,0.285,0.285,"Italy2006"
"300",300,"Italy","2008","2008-04-13",12,0,-Inf,0,0,0,0,0,0,0,0,0,0,2.41,1,1,3,2,0,0,0,"Italy2008"
"301",301,"Japan","1946","1946-04-10",5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2.36560792922974,3.85201650530274,3.10881221726624,"Japan1946"
"302",302,"Japan","1947","1947-04-25",5,0,1,0,0.485714285714286,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"Japan1947"
"303",303,"Japan","1949","1949-01-23",7,1,1,0.485714285714286,0.100850340136054,0,0,0,3.10881221726624,3.85201650530274,2.36560792922974,7,45.7,3.3,1,1,2,2,0,0,0,"Japan1949"
"304",304,"Japan","1952","1952-10-01",7,1,1,0.302551020408163,0,3.85201650530274,3.85201650530274,3.85201650530274,0,0,0,11.8,1.1,40.6,1,1,4,4,0,0,0,"Japan1952"
"305",305,"Japan","1953","1953-04-19",7,0,1,0,0,0,0,0,0,0,0,0,26.7,8.8,1,1,1,1,0,0,0,"Japan1953"
"306",306,"Japan","1955","1955-02-27",6,0,1,0,0,0,0,0,0,0,0,0,1,36.6,1,1,1,1,0,0,0,"Japan1955"
"307",307,"Japan","1958","1958-05-22",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Japan1958"
"308",308,"Japan","1960","1960-11-20",4,0,0,0,0,0,0,0,0,0,0,0,0,8.8,1,1,1,1,1.15555555555556,1.15555555555556,1.15555555555556,"Japan1960"
"309",309,"Japan","1963","1963-11-21",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Japan1963"
"310",310,"Japan","1967","1967-01-29",5,0,0,0,0,0,0,0,0,0,0,0,0,5.4,1,1,1,1,0.687053928040623,0.687053928040623,0.687053928040623,"Japan1967"
"311",311,"Japan","1969","1969-12-27",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Japan1969"
"312",312,"Japan","1972","1972-12-10",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Japan1972"
"313",313,"Japan","1976","1976-12-05",6,0,0,0,0,0,0,0,0,0,0,0,0,4.18,1,1,1,1,0,0,0,"Japan1976"
"314",314,"Japan","1979","1979-10-07",7,0,0,0,0,0,0,0,0,0,0,0,0,0.68,1,1,1,1,0,0,0,"Japan1979"
"315",315,"Japan","1980","1980-06-22",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Japan1980"
"316",316,"Japan","1983","1983-12-18",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Japan1983"
"317",317,"Japan","1986","1986-07-06",7,0,1,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,"Japan1986"
"318",318,"Japan","1990","1990-02-18",7,0,1,0,0,0,0,0,0,0,0,0,0.43,0.43,1,1,1,1,0,0,0,"Japan1990"
"319",319,"Japan","1993","1993-07-18",9,0,1,0,0.207536724994599,0,0,0,1.52633092863518,2.36560792922974,0.687053928040623,0,26.94,20.79,1,1,3,3,3.25555555555555,3.25555555555555,3.25555555555555,"Japan1993"
"320",320,"Japan","1996","1996-10-20",7,1,1,0.415073449989199,0,2.36560792922974,2.36560792922974,2.36560792922974,3.25555555555555,3.25555555555555,3.25555555555555,18.07,29.17,16.13,1,1,2,2,0.571687597977474,0.571687597977474,0.571687597977474,"Japan1996"
"321",321,"Japan","2000","2000-06-25",9,0,1,0,0,0,0,0,0,0,0,0,11.01,12.77,1,1,4,4,3.26754419427168,3.26754419427168,3.26754419427168,"Japan2000"
"322",322,"Japan","2003","2003-11-09",8,0,1,0,0,0,0,0,3.26754419427168,3.26754419427168,3.26754419427168,0,0,0,0,0,0,0,0,0,0,"Japan2003"
"323",323,"Japan","2005","2005-09-11",8,0,1,0,0.309917355371901,0,0,0,0,0,0,0,2.42,4.8,1,1,3,3,0,0,0,"Japan2005"
"324",324,"Japan","2009","2009-08-30",9,1,-Inf,0.309917355371901,0,0,0,0,0,0,0,2.42,0,4.27,1,1,1,1,0,0,0,"Japan2009"
"325",325,"Latvia","1990","1990-04-29",2,0,1,0,0.0192815249266862,0,0,0,0,0,0,0,89.7,NA,NA,NA,NA,NA,0,0,0,"Latvia1990"
"326",326,"Latvia","1993","1993-06-06",11,1,1,0.0385630498533724,0.247214191746392,0,0,0,2.15899122807018,3.75,0.625,68.2,68.21,77.1,1,1,8,7,0.625,3.75,2.15899122807018,"Latvia1993"
"327",327,"Latvia","1995","1995-10-01",18,1,1,0.370821287619588,0.0448836381459323,1.62865497076023,3.1359649122807,0.625,2.48464912280702,3.75,0.328947368421052,57.69,58.57,42.68,1,1,6,3,3.75,3.75,3.75,"Latvia1995"
"328",328,"Latvia","1998","1998-10-03",10,1,1,0.19449576529904,0.091438403805454,0,0,0,2.50657894736842,3.25877192982456,1.125,36.38,59.75,28.5,1,1,2,2,2.75438596491228,2.75438596491228,2.75438596491228,"Latvia1998"
"329",329,"Latvia","2002","2002-10-05",11,1,1,0.320034413319089,0.105789473684211,2.19188596491228,3.25877192982456,1.125,3.75,3.75,3.75,32.7,21.9,56.8,1,1,6,3,1.33771929824561,3.75,2.46345029239766,"Latvia2002"
"330",330,"Latvia","2006","2006-10-07",11,1,1,0.317368421052632,0.0406301824212272,3.75,3.75,3.75,2.85087719298246,3.75,2.30263157894737,19,30.74,4.83,1,0,3,0,0,0,0,"Latvia2006"
"331",331,"Latvia","2010","2010-10-02",6,1,1,0.243781094527363,0,3.75,3.75,3.75,3.75,3.75,3.75,6.03,1.47,31.9,1,1,1,1,0,0,0,"Latvia2010"
"332",332,"Latvia","2011","2011-09-17",6,0,-Inf,0,0,0,0,0,0,0,0,0,0,20.83,1,1,1,1,0,0,0,"Latvia2011"
"333",333,"Lithuania","1990","1990-03-10",6,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.833333333333333,1.23849392197517,1.02394241843617,"Lithuania1990"
"334",334,"Lithuania","1992","1992-11-25",11,0,1,0,0.0569008640291041,0,0,0,1.66666666666667,1.66666666666667,1.66666666666667,0,67.41,13.97,1,1,7,4,0.116666666666667,4.8,2.21291666666667,"Lithuania1992"
"335",335,"Lithuania","1996","1996-10-20",19,1,1,0.227603456116417,0.089926422852983,1.66666666666667,1.66666666666667,1.66666666666667,1.86482349820227,4.8,0.116666666666667,43.98,61.88,45.71,1,1,7,4,1.8,2.8,2.33886176680961,"Lithuania1996"
"336",336,"Lithuania","2000","2000-10-08",14,1,1,0.299754742843277,0.0506695620702135,1.25186921862676,2.40044706723843,0.116666666666667,1.72576750551438,2.8,0.116666666666667,50.44,35.34,23.12,1,1,4,3,0.731357411167077,2,1.44378580372236,"Lithuania2000"
"337",337,"Lithuania","2004","2004-10-24",11,1,1,0.456026058631922,0.105633802816901,1.23849392197517,1.23849392197517,1.23849392197517,1.06226128293756,1.31578947368421,0.730994375128473,3.07,41.8,37.6,1,1,2,2,1.14,2.75623271339816,1.94811635669908,"Lithuania2004"
"338",338,"Lithuania","2008","2008-10-12",10,1,-Inf,0.316901408450704,0,1.14,1.14,1.14,0,0,0,28.4,0,33.5,1,1,3,3,0.295497187564237,2.75623271339816,1.5258649504812,"Lithuania2008"
"339",339,"Luxembourg","1945","1945-10-21",5,0,1,0,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,1.44736842105263,1.71052631578947,1.57894736842105,"Luxembourg1945"
"340",340,"Luxembourg","1948","1948-06-06",4,0,1,0,0.223776223776224,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,"Luxembourg1948"
"341",341,"Luxembourg","1951","1951-06-03",4,1,0,0.223776223776224,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,"Luxembourg1951"
"342",342,"Luxembourg","1954","1954-05-30",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luxembourg1954"
"343",343,"Luxembourg","1959","1959-02-01",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luxembourg1959"
"344",344,"Luxembourg","1964","1964-06-07",5,0,1,0,0,0,0,0,0,0,0,0,6,6,1,1,1,1,0,0,0,"Luxembourg1964"
"345",345,"Luxembourg","1968","1968-12-15",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luxembourg1968"
"346",346,"Luxembourg","1974","1974-05-26",5,0,0,0,0,0,0,0,0,0,0,0,0,9.1,1,1,1,1,0,0,0,"Luxembourg1974"
"347",347,"Luxembourg","1979","1979-06-10",7,0,1,0,0,0,0,0,0,0,0,0,8.2,2.2,1,1,2,2,0,0,0,"Luxembourg1979"
"348",348,"Luxembourg","1984","1984-06-17",5,0,1,0,0,0,0,0,2.5,2.5,2.5,0,4.2,4.2,1,1,1,1,2.5,2.5,2.5,"Luxembourg1984"
"349",349,"Luxembourg","1989","1989-06-18",7,0,1,0,0,0,0,0,0,0,0,0,11.8,15.3,1,1,3,3,3.81578947368421,3.81578947368421,3.81578947368421,"Luxembourg1989"
"350",350,"Luxembourg","1994","1994-06-12",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luxembourg1994"
"351",351,"Luxembourg","1999","1999-06-13",6,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1,1,1,1,4.47368421052632,4.47368421052632,4.47368421052632,"Luxembourg1999"
"352",352,"Luxembourg","2004","2004-06-13",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luxembourg2004"
"353",353,"Luxembourg","2009","2009-06-07",7,0,-Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luxembourg2009"
"354",354,"Malta","1945","1945-03-12",2,0,1,0,0.238095238095238,0,0,0,0,0,0,0,14.7,NA,NA,NA,NA,NA,0.789473684210527,0.789473684210527,0.789473684210527,"Malta1945"
"355",355,"Malta","1947","1947-10-27",5,1,1,0.238095238095238,0.232147564236133,0,0,0,0.789473684210527,0.789473684210527,0.789473684210527,14.7,81.9,18.5,1,1,2,2,0,0,0,"Malta1947"
"356",356,"Malta","1950","1950-09-04",4,1,1,0.464295128472266,0,0.789473684210527,0.789473684210527,0.789473684210527,0,0,0,73.2,6,10,1,1,1,1,0,0,0,"Malta1950"
"357",357,"Malta","1951","1951-05-06",4,0,1,0,0.148148148148148,0,0,0,0,0,0,0,8.1,18.7,1,1,1,1,0,0,0,"Malta1951"
"358",358,"Malta","1953","1953-12-14",5,1,1,0.148148148148148,0,0,0,0,0,0,0,8.1,13,4.3,1,0,1,0,0,0,0,"Malta1953"
"359",359,"Malta","1955","1955-02-28",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malta1955"
"360",360,"Malta","1962","1962-02-19",5,0,1,0,0.215725806451613,0,0,0,0,0,0,0,14.1,18.8,1,1,2,2,0,0,0,"Malta1962"
"361",361,"Malta","1966","1966-03-28",5,1,1,0.215725806451613,0,0,0,0,0,0,0,14.1,7.3,0,0,0,0,0,0,0,0,"Malta1966"
"362",362,"Malta","1971","1971-06-14",3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Malta1971"
"363",363,"Malta","1976","1976-09-18",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malta1976"
"364",364,"Malta","1981","1981-12-12",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malta1981"
"365",365,"Malta","1987","1987-05-09",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malta1987"
"366",366,"Malta","1992","1992-02-22",3,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1,0,1,0,0,0,0,"Malta1992"
"367",367,"Malta","1996","1996-10-26",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malta1996"
"368",368,"Malta","1998","1998-09-05",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malta1998"
"369",369,"Malta","2003","2003-04-12",3,0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,"Malta2003"
"370",370,"Malta","2008","2008-03-08",3,0,-Inf,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1,0,1.21052641617624,1.21052641617624,1.21052641617624,"Malta2008"
"371",371,"Netherlands","1946","1946-05-17",7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.80666660308838,4.2,1.98709904396564,"Netherlands1946"
"372",372,"Netherlands","1948","1948-07-07",8,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1,1,1,1,0,0,0,"Netherlands1948"
"373",373,"Netherlands","1952","1952-06-25",8,0,1,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,"Netherlands1952"
"374",374,"Netherlands","1956","1956-06-13",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Netherlands1956"
"375",375,"Netherlands","1959","1959-03-12",8,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1,1,1,1,0,0,0,"Netherlands1959"
"376",376,"Netherlands","1963","1963-05-15",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Netherlands1963"
"377",377,"Netherlands","1967","1967-02-15",11,0,1,0,0.229166666666667,0,0,0,0,0,0,0,4.8,4.5,1,1,1,1,0.493405680833041,0.493405680833041,0.493405680833041,"Netherlands1967"
"378",378,"Netherlands","1971","1971-03-28",14,1,1,0.229166666666667,0,0,0,0,0,0,0,4.8,1.5,8.6,1,1,3,3,1.15666668256124,3.4,2.27833334128062,"Netherlands1971"
"379",379,"Netherlands","1972","1972-11-29",14,0,1,0,0.265721366424191,0,0,0,2.91888889418708,4.2,1.15666668256124,0,16.2,0.9,1,1,1,1,0,0,0,"Netherlands1972"
"380",380,"Netherlands","1977","1977-05-25",11,1,1,0.332151708030238,0,2.91888889418708,4.2,1.15666668256124,1.15666668256124,1.15666668256124,1.15666668256124,15.3,1.52,0,0,0,0,0,0,0,0,"Netherlands1977"
"381",381,"Netherlands","1981","1981-05-26",10,0,1,0,0.387387387387387,0,0,0,0.493405680833041,0.493405680833041,0.493405680833041,0,11.1,0,0,0,0,0,0,0,0,"Netherlands1981"
"382",382,"Netherlands","1982","1982-09-08",12,1,1,0.387387387387387,0,0.493405680833041,0.493405680833041,0.493405680833041,4.2,4.2,4.2,11.1,3.3,0,0,0,0,0,0,0,0,"Netherlands1982"
"383",383,"Netherlands","1986","1986-05-21",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Netherlands1986"
"384",384,"Netherlands","1989","1989-09-06",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Netherlands1989"
"385",385,"Netherlands","1994","1994-05-03",12,0,1,0,0,0,0,0,4.40972222222222,4.40972222222222,4.40972222222222,0,7,5.8,1,1,3,3,3.78544860483471,3.78544860483471,3.78544860483471,"Netherlands1994"
"386",386,"Netherlands","1998","1998-05-06",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Netherlands1998"
"387",387,"Netherlands","2002","2002-05-15",10,0,1,0,0.167647058823529,0,0,0,3.56093346445184,3.56093346445184,3.56093346445184,0,18.6,18.6,1,1,2,2,3.56093346445184,3.56093346445184,3.56093346445184,"Netherlands2002"
"388",388,"Netherlands","2003","2003-01-22",9,1,1,0.335294117647059,0.261446298673513,3.56093346445184,3.56093346445184,3.56093346445184,2.02716957264244,3.56093346445184,0.493405680833041,17,9.8,0,0,0,0,0,0,0,0,"Netherlands2003"
"389",389,"Netherlands","2006","2006-11-22",11,1,1,0.261446298673513,0,2.02716957264244,3.56093346445184,0.493405680833041,3.56093346445184,3.56093346445184,3.56093346445184,9.8,0.2,5.9,1,1,1,1,3.8,3.8,3.8,"Netherlands2006"
"390",390,"Netherlands","2010","2010-06-09",11,0,-Inf,0,0,0,0,0,0,0,0,0,0,0.56,1,0,1,0,0,0,0,"Netherlands2010"
"391",391,"New Zealand","1943","1943-09-25",3,0,1,0,0,0,0,0,0,0,0,0,4.31,NA,NA,NA,NA,NA,0.516959097789742,1.71929831253854,1.11812870516414,"New Zealand1943"
"392",392,"New Zealand","1946","1946-11-27",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand1946"
"393",393,"New Zealand","1949","1949-11-30",3,0,1,0,0.24,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,"New Zealand1949"
"394",394,"New Zealand","1951","1951-09-01",3,1,1,0.24,0,0,0,0,0,0,0,0.25,0.06,0,0,0,0,0,0,0,0,"New Zealand1951"
"395",395,"New Zealand","1954","1954-11-13",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand1954"
"396",396,"New Zealand","1957","1957-11-30",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand1957"
"397",397,"New Zealand","1960","1960-11-26",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand1960"
"398",398,"New Zealand","1963","1963-11-30",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand1963"
"399",399,"New Zealand","1966","1966-11-26",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand1966"
"400",400,"New Zealand","1969","1969-11-29",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand1969"
"401",401,"New Zealand","1972","1972-11-25",4,0,0,0,0,0,0,0,0,0,0,0,0,1.96,1,0,1,0,0,0,0,"New Zealand1972"
"402",402,"New Zealand","1975","1975-11-29",4,0,1,0,0.464354527938343,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,"New Zealand1975"
"403",403,"New Zealand","1978","1978-11-25",4,1,1,0.464354527938343,0,0,0,0,0,0,0,5.19,2.41,0,0,0,0,0,0,0,0,"New Zealand1978"
"404",404,"New Zealand","1981","1981-11-28",4,0,1,0,0.184745762711864,0,0,0,0.6,0.6,0.6,0,21.11,0.46,1,0,1,0,0,0,0,"New Zealand1981"
"405",405,"New Zealand","1984","1984-07-14",4,1,1,0.369491525423729,0,0.6,0.6,0.6,0,0,0,20.65,12.25,12.25,1,0,1,0,0,0,0,"New Zealand1984"
"406",406,"New Zealand","1987","1987-08-15",3,0,1,0,0.290940766550523,0,0,0,0.6,0.6,0.6,0,5.74,0,0,0,0,0,0,0,0,"New Zealand1987"
"407",407,"New Zealand","1990","1990-10-27",5,1,0,0.290940766550523,0,0.6,0.6,0.6,0,0,0,5.74,0,12.01,1,1,2,1,2.22222222222222,3.22714680119565,2.72468451170893,"New Zealand1990"
"408",408,"New Zealand","1993","1993-11-06",5,0,0,0,0,0,0,0,0,0,0,0,0,8.4,1,1,1,1,1.03878121627005,1.03878121627005,1.03878121627005,"New Zealand1993"
"409",409,"New Zealand","1996","1996-10-12",8,0,1,0,0.319101123595506,0,0,0,1.03878121627005,1.03878121627005,1.03878121627005,0,13.35,8.64,1,1,3,2,1.12188389426784,4.02631558870016,2.574099741484,"New Zealand1996"
"410",410,"New Zealand","1999","1999-11-27",10,1,1,0.319101123595506,0.0546942291128338,1.03878121627005,1.03878121627005,1.03878121627005,2.92426898493404,2.92426898493404,2.92426898493404,13.35,9.96,1.12,1,0,1,0,0,0,0,"New Zealand1999"
"411",411,"New Zealand","2002","2002-07-27",10,1,1,0.164082687338501,0.122117546570198,2.92426898493404,2.92426898493404,2.92426898493404,2.69082282263401,4.02631558870016,1.12188389426784,7.74,17.73,2.98,1,1,2,1,1.98060939186498,1.98060939186498,1.98060939186498,"New Zealand2002"
"412",412,"New Zealand","2005","2005-09-17",8,1,1,0.305293866425494,0.325842696629214,2.574099741484,4.02631558870016,1.12188389426784,1.12188389426784,1.12188389426784,1.12188389426784,13.83,2.67,2.12,1,1,1,1,0,0,0,"New Zealand2005"
"413",413,"New Zealand","2008","2008-11-08",8,1,1,0.325842696629214,0.146575342465753,1.12188389426784,1.12188389426784,1.12188389426784,3.00346249028257,4.02631558870016,1.98060939186498,2.67,4.56,0,0,0,0,0,0,0,0,"New Zealand2008"
"414",414,"New Zealand","2011","2011-11-26",9,1,-Inf,0.293150684931507,0,4.02631558870016,4.02631558870016,4.02631558870016,0,0,0,3.65,0,3.73,1,1,2,1,0,0,0,"New Zealand2011"
"415",415,"Norway","1945","1945-10-08",6,0,1,0,0.487394957983193,0,0,0,0,0,0,0,11.9,NA,NA,NA,NA,NA,0.146700099476597,2.89944297240259,1.17412975452564,"Norway1945"
"416",416,"Norway","1949","1949-10-10",6,1,0,0.487394957983193,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,"Norway1949"
"417",417,"Norway","1953","1953-10-12",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Norway1953"
"418",418,"Norway","1957","1957-10-07",7,0,1,0,0,0,0,0,4.59110277033689,4.59110277033689,4.59110277033689,0,0.52,0,0,0,0,0,0,0,0,"Norway1957"
"419",419,"Norway","1961","1961-09-11",7,0,1,0,0.482758620689655,0,0,0,0,0,0,0,2.9,2.4,1,1,1,1,0,0,0,"Norway1961"
"420",420,"Norway","1965","1965-09-12",7,1,0,0.482758620689655,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,"Norway1965"
